game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,draftkings,DraftKings,,-325,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,draftkings,DraftKings,,260,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,draftkings,DraftKings,-7.5,-108,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Los Angeles Sparks,Los Angeles Sparks,,,draftkings,DraftKings,7.5,-112,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,180.5,-108,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,180.5,-112,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,fanatics,Fanatics,,-330,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,fanatics,Fanatics,,260,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,fanatics,Fanatics,-7.5,-110,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Los Angeles Sparks,Los Angeles Sparks,,,fanatics,Fanatics,7.5,-110,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,180.5,-110,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,UNDER,,,,fanatics,Fanatics,180.5,-110,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,mybookieag,MyBookie.ag,,-310,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,mybookieag,MyBookie.ag,,240,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,mybookieag,MyBookie.ag,-7.0,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Los Angeles Sparks,Los Angeles Sparks,,,mybookieag,MyBookie.ag,7.0,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,OVER,,,,mybookieag,MyBookie.ag,180.5,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,UNDER,,,,mybookieag,MyBookie.ag,180.5,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,fanduel,FanDuel,,-320,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,fanduel,FanDuel,,245,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,fanduel,FanDuel,-7.5,-114,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Los Angeles Sparks,Los Angeles Sparks,,,fanduel,FanDuel,7.5,-106,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,180.5,-110,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,180.5,-110,True,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,williamhill_us,Caesars,,-335,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,williamhill_us,Caesars,,260,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,williamhill_us,Caesars,-7.5,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Los Angeles Sparks,Los Angeles Sparks,,,williamhill_us,Caesars,7.5,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,OVER,,,,williamhill_us,Caesars,180.5,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,UNDER,,,,williamhill_us,Caesars,180.5,-110,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,betrivers,BetRivers,,-315,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,betrivers,BetRivers,,245,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,betrivers,BetRivers,-7.5,-115,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,SPREAD,spreads,Los Angeles Sparks,Los Angeles Sparks,,,betrivers,BetRivers,7.5,-108,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,OVER,,,,betrivers,BetRivers,180.5,-107,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,TOTAL,totals,UNDER,,,,betrivers,BetRivers,180.5,-117,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,betonlineag,BetOnline.ag,,-310,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,betonlineag,BetOnline.ag,,252,False,the-odds-api,2026-07-13T13:09:16.454671+00:00
