game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,draftkings,DraftKings,,210,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,,-258,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,draftkings,DraftKings,6.5,-110,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,SPREAD,spreads,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,-6.5,-110,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,162.5,-115,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,162.5,-105,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,fanatics,Fanatics,,210,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,fanatics,Fanatics,,-260,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,fanatics,Fanatics,6.5,-110,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,SPREAD,spreads,Washington Mystics,Washington Mystics,,,fanatics,Fanatics,-6.5,-110,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,162.5,-115,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,TOTAL,totals,UNDER,,,,fanatics,Fanatics,162.5,-105,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
2026-07-16,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,fanduel,FanDuel,,205,True,the-odds-api,2026-07-16T15:14:36.588440+00:00
