game_date,event_start_utc,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,posted_spread,posted_total,venue,attendance,source,scraped_at
2026-09-18,2026-09-19T02:00Z,401857197,STATUS_FINAL,True,False,Golden State Valkyries,Portland Fire,82,66,16,148,,,Chase Center,18064,sportsdataverse_espn_schedule_release,2026-09-19T10:29:02.360989
2026-09-18,2026-09-18T23:30Z,401857195,STATUS_FINAL,True,False,Toronto Tempo,Indiana Fever,85,103,-18,188,,,Coca-Cola Coliseum,8210,sportsdataverse_espn_schedule_release,2026-09-19T10:29:02.361073
2026-09-18,2026-09-18T23:30Z,401857196,STATUS_FINAL,True,False,Minnesota Lynx,New York Liberty,81,93,-12,174,,,Target Center,15710,sportsdataverse_espn_schedule_release,2026-09-19T10:29:02.361140
