game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Olivia Miles,,,Indiana Fever @ Minnesota Lynx,,player_assists,ast,7.5,111.67,-146.67,,,3,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Courtney Williams,,,Indiana Fever @ Minnesota Lynx,,player_assists,ast,3.5,-141.2,108.5,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Caitlin Clark,,,Indiana Fever @ Minnesota Lynx,,player_assists,ast,8.5,-115.0,-119.25,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Natasha Howard,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,12.5,51.5,-130.0,,,4,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Kayla McBride,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,16.5,-113.6,-114.25,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Olivia Miles,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,18.5,-114.6,-113.75,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Courtney Williams,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,12.5,-69.6,-117.5,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Sophie Cunningham,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,8.5,-122.0,100.0,,,2,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Monique Billings,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,9.5,61.4,-132.5,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Aliyah Boston,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,16.5,-39.0,-120.0,,,3,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Caitlin Clark,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,21.5,-116.6,-114.0,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Napheesa Collier,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,19.5,-115.4,-112.75,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Kelsey Mitchell,,,Indiana Fever @ Minnesota Lynx,,player_points,pts,22.5,-111.6,-118.25,,,5,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Olivia Miles,,,Indiana Fever @ Minnesota Lynx,,player_points_assists,pa,25.5,-122.5,-110.0,,,2,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Courtney Williams,,,Indiana Fever @ Minnesota Lynx,,player_points_assists,pa,16.5,-115.0,-115.5,,,2,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Caitlin Clark,,,Indiana Fever @ Minnesota Lynx,,player_points_assists,pa,30.5,-112.0,-118.5,,,2,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Napheesa Collier,,,Indiana Fever @ Minnesota Lynx,,player_points_q1,q1_pts,5.5,-120.0,-110.0,,,1,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Kayla McBride,,,Indiana Fever @ Minnesota Lynx,,player_points_q1,q1_pts,4.5,-102.0,-130.0,,,1,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Olivia Miles,,,Indiana Fever @ Minnesota Lynx,,player_points_q1,q1_pts,4.5,-120.0,-110.0,,,1,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Kelsey Mitchell,,,Indiana Fever @ Minnesota Lynx,,player_points_q1,q1_pts,6.5,102.0,-136.0,,,1,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Aliyah Boston,,,Indiana Fever @ Minnesota Lynx,,player_points_q1,q1_pts,3.5,-140.0,106.0,,,1,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Caitlin Clark,,,Indiana Fever @ Minnesota Lynx,,player_points_q1,q1_pts,5.5,-118.0,-112.0,,,1,sportsbook,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,the-odds-api,2026-08-02T14:44:24.132064+00:00
