game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,fanduel,FanDuel,,138,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanduel,FanDuel,,-168,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,SPREAD,spreads,Dallas Wings,Dallas Wings,,,fanduel,FanDuel,3.5,-110,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,SPREAD,spreads,New York Liberty,New York Liberty,,,fanduel,FanDuel,-3.5,-110,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,176.5,-106,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,176.5,-114,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,fanatics,Fanatics,,135,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanatics,Fanatics,,-165,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,SPREAD,spreads,Dallas Wings,Dallas Wings,,,fanatics,Fanatics,3.5,-110,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,SPREAD,spreads,New York Liberty,New York Liberty,,,fanatics,Fanatics,-3.5,-110,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,New York Liberty @ Dallas Wings,2026-07-21T00:00:00Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,176.5,-110,True,the-odds-api,2026-07-20T15:22:34.656423+00:00
