game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-12,744d7516c6ce883856e697bfe904153d,Paige Bueckers,,,Toronto Tempo @ Dallas Wings,,player_assists,ast,7.5,111.5,-149.0,,,4,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Marina Mabrey,,,Toronto Tempo @ Dallas Wings,,player_assists,ast,4.5,19.6,-133.0,,,5,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Arike Ogunbowale,,,Toronto Tempo @ Dallas Wings,,player_assists,ast,3.5,-124.8,-56.25,,,5,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Maria Conde,,,Toronto Tempo @ Dallas Wings,,player_assists,ast,3.5,146.0,-194.5,,,2,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Julie Allemand,,,Toronto Tempo @ Dallas Wings,,player_assists,ast,6.5,128.0,-170.5,,,2,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Marina Mabrey,,,Toronto Tempo @ Dallas Wings,,player_points,pts,18.5,-116.5,-112.67,,,4,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Paige Bueckers,,,Toronto Tempo @ Dallas Wings,,player_points,pts,22.5,-119.2,-110.75,,,5,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Laura Juskaite,,,Toronto Tempo @ Dallas Wings,,player_points,pts,7.5,-56.0,-124.25,,,4,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Azzi Fudd,,,Toronto Tempo @ Dallas Wings,,player_points,pts,11.5,-128.2,-52.25,,,5,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
2026-08-12,744d7516c6ce883856e697bfe904153d,Arike Ogunbowale,,,Toronto Tempo @ Dallas Wings,,player_points,pts,15.5,-132.0,0.0,,,3,sportsbook,2026-08-13T00:00:00Z,Dallas Wings,Toronto Tempo,the-odds-api,2026-08-12T12:31:40.478760+00:00
