game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-08-01,401857105,Stephanie Talbot,Las Vegas Aces,F,True,7.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,,,,-1.0,2026-08-02T10:13:47.484074
2026-08-01,401857105,NaLyssa Smith,Las Vegas Aces,F,True,31.0,17.0,6.0,0.0,2.0,1.0,2.0,,,,,,,2.0,2026-08-02T10:13:47.484098
2026-08-01,401857105,A'ja Wilson,Las Vegas Aces,C,True,34.0,36.0,12.0,4.0,1.0,2.0,2.0,,,,,,,1.0,2026-08-02T10:13:47.484106
2026-08-01,401857105,Chelsea Gray,Las Vegas Aces,G,True,34.0,5.0,1.0,9.0,0.0,1.0,3.0,,,,,,,-8.0,2026-08-02T10:13:47.484113
2026-08-01,401857105,Jackie Young,Las Vegas Aces,G,True,33.0,18.0,11.0,5.0,1.0,1.0,6.0,,,,,,,2.0,2026-08-02T10:13:47.484119
2026-08-01,401857105,Brianna Turner,Las Vegas Aces,F,False,13.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,,,,-3.0,2026-08-02T10:13:47.484125
2026-08-01,401857105,Kierstan Bell,Las Vegas Aces,F,False,5.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,-1.0,2026-08-02T10:13:47.484131
2026-08-01,401857105,Jewell Loyd,Las Vegas Aces,G,False,25.0,3.0,2.0,1.0,1.0,0.0,2.0,,,,,,,9.0,2026-08-02T10:13:47.484147
2026-08-01,401857105,Dana Evans,Las Vegas Aces,G,False,17.0,0.0,3.0,2.0,0.0,0.0,0.0,,,,,,,-6.0,2026-08-02T10:13:47.484157
2026-08-01,401857105,Cheyenne Parker-Tyus,Las Vegas Aces,F,False,,,,,,,,,,,,,,,2026-08-02T10:13:47.484162
2026-08-01,401857105,Justine Pissott,Las Vegas Aces,G,False,,,,,,,,,,,,,,,2026-08-02T10:13:47.484167
2026-08-01,401857105,Mai Yamamoto,Las Vegas Aces,G,False,,,,,,,,,,,,,,,2026-08-02T10:13:47.484171
2026-08-01,401857105,Kamilla Cardoso,Chicago Sky,C,True,26.0,8.0,12.0,2.0,1.0,1.0,3.0,,,,,,,7.0,2026-08-02T10:13:47.484180
2026-08-01,401857105,Courtney Vandersloot,Chicago Sky,G,True,20.0,7.0,8.0,5.0,3.0,1.0,2.0,,,,,,,2.0,2026-08-02T10:13:47.484187
2026-08-01,401857105,Natasha Cloud,Chicago Sky,G,True,30.0,11.0,1.0,4.0,1.0,0.0,2.0,,,,,,,13.0,2026-08-02T10:13:47.484193
2026-08-01,401857105,Aicha Coulibaly,Chicago Sky,G,True,24.0,8.0,3.0,0.0,1.0,1.0,0.0,,,,,,,1.0,2026-08-02T10:13:47.484199
2026-08-01,401857105,Sydney Taylor,Chicago Sky,G,True,30.0,29.0,2.0,2.0,1.0,1.0,2.0,,,,,,,10.0,2026-08-02T10:13:47.484205
2026-08-01,401857105,Elizabeth Williams,Chicago Sky,C,False,21.0,7.0,3.0,1.0,1.0,0.0,2.0,,,,,,,3.0,2026-08-02T10:13:47.484213
2026-08-01,401857105,Rachel Banham,Chicago Sky,G,False,10.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,,,-12.0,2026-08-02T10:13:47.484219
2026-08-01,401857105,DiJonai Carrington,Chicago Sky,G,False,19.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,,,-9.0,2026-08-02T10:13:47.484224
2026-08-01,401857105,Jacy Sheldon,Chicago Sky,G,False,16.0,4.0,0.0,1.0,1.0,0.0,0.0,,,,,,,-2.0,2026-08-02T10:13:47.484230
2026-08-01,401857105,Gabriela Jaquez,Chicago Sky,G,False,4.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,-8.0,2026-08-02T10:13:47.484235
2026-08-01,401857105,Azura Stevens,Chicago Sky,F,False,,,,,,,,,,,,,,,2026-08-02T10:13:47.484239
2026-08-01,401857105,Skylar Diggins,Chicago Sky,G,False,,,,,,,,,,,,,,,2026-08-02T10:13:47.484243
2026-08-01,401857106,Breanna Stewart,New York Liberty,F,True,34.0,14.0,11.0,2.0,0.0,2.0,2.0,,,,,,,-14.0,2026-08-02T10:13:48.565244
2026-08-01,401857106,Jonquel Jones,New York Liberty,C,True,28.0,16.0,9.0,5.0,1.0,1.0,3.0,,,,,,,10.0,2026-08-02T10:13:48.565263
2026-08-01,401857106,Rebecca Allen,New York Liberty,G,True,21.0,5.0,2.0,1.0,0.0,0.0,0.0,,,,,,,-2.0,2026-08-02T10:13:48.565270
