game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-15,401857068,STATUS_FINAL,True,False,Chicago Sky,Seattle Storm,95,90,5,185,26.0,30.0,21.0,18.0,19.0,25.0,25.0,21.0,,,Wintrust Arena,9025,2026-07-16T10:23:26.884101
2026-07-15,401857069,STATUS_FINAL,True,False,Minnesota Lynx,Los Angeles Sparks,96,87,9,183,12.0,25.0,31.0,28.0,18.0,21.0,28.0,20.0,,,Target Center,16410,2026-07-16T10:23:26.884124
2026-07-16,401857070,STATUS_FINAL,True,False,Indiana Fever,Golden State Valkyries,75,88,-13,163,18.0,12.0,21.0,24.0,20.0,20.0,18.0,30.0,,,Gainbridge Fieldhouse,17014,2026-07-16T10:23:26.884135
