game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-08-01,401857105,STATUS_FINAL,True,False,Chicago Sky,Las Vegas Aces,84,83,1,167,16.0,21.0,18.0,29.0,20.0,20.0,25.0,18.0,,,Wintrust Arena,9025,2026-08-02T10:13:47.397658
2026-08-01,401857106,STATUS_FINAL,True,False,Phoenix Mercury,New York Liberty,92,94,-2,186,15.0,28.0,22.0,27.0,26.0,20.0,20.0,28.0,,,Mortgage Matchup Center,10097,2026-08-02T10:13:47.397682
