game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,sportsbooks,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Jonquel Jones,,,New York Liberty @ Connecticut Sun,,player_assists,ast,2.5,-175.5,129.5,,,2,"draftkings,fanduel",sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Pauline Astier,,,New York Liberty @ Connecticut Sun,,player_assists,ast,3.5,-115.5,-115.0,,,2,"draftkings,fanduel",sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Breanna Stewart,,,New York Liberty @ Connecticut Sun,,player_assists,ast,3.5,-113.5,-117.0,,,2,"draftkings,fanduel",sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Sabrina Ionescu,,,New York Liberty @ Connecticut Sun,,player_assists,ast,5.5,104.0,-138.0,,,1,fanduel,sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Charlisse Leger-Walker,,,New York Liberty @ Connecticut Sun,,player_assists,ast,3.5,103.5,-139.0,,,2,"draftkings,fanduel",sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Leïla Lacan,,,New York Liberty @ Connecticut Sun,,player_assists,ast,4.5,105.5,-142.5,,,2,"draftkings,fanduel",sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Breanna Stewart,,,New York Liberty @ Connecticut Sun,,player_points,pts,21.5,-115.0,-114.5,,,2,"draftkings,fanduel",sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Brittney Griner,,,New York Liberty @ Connecticut Sun,,player_points,pts,12.5,102.0,-132.0,,,1,fanduel,sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Jonquel Jones,,,New York Liberty @ Connecticut Sun,,player_points,pts,14.5,-118.0,-110.0,,,1,fanduel,sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
2026-08-15,23fa20addebd0a27549bb5d96bf060d7,Pauline Astier,,,New York Liberty @ Connecticut Sun,,player_points,pts,8.5,100.0,-130.0,,,1,fanduel,sportsbook,2026-08-15T17:00:00Z,Connecticut Sun,New York Liberty,the-odds-api,2026-08-15T10:57:04.010901+00:00
