generated_at_utc,game_date,event_id,game,player,player_id,stat,side,sportsbook,sportsbook_key,line,odds,projection,projection_edge,model_probability,implied_probability,probability_edge,expected_value_per_dollar,model_mae,feature_ready,deployment_status,source
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Rhyne Howard,pl_18c31d08ca4a3a7c,threes,UNDER,FanDuel,fanduel,2.5,136,0.97,1.53,0.9385,0.4237,0.5148,1.2149,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Carla Leite,pl_ddbde04826e4f1f1,ast,UNDER,DraftKings,draftkings,5.5,115,2.16,3.34,0.9863,0.4651,0.5212,1.1205,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Natisha Hiedeman,pl_2396747f40933499,ast,UNDER,FanDuel,fanduel,4.5,120,1.86,2.64,0.9593,0.4545,0.5048,1.1105,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Jackie Young,pl_debf3ef806a91eba,ast,UNDER,FanDuel,fanduel,6.5,114,3.19,3.31,0.9854,0.4673,0.5181,1.1088,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Bridget Carleton,pl_84991a3be5585263,threes,UNDER,DraftKings,draftkings,1.5,142,0.41,1.09,0.8643,0.4132,0.4511,1.0916,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jordin Canada,pl_e49d761a397e4cf3,ast,UNDER,FanDuel,fanduel,7.5,112,4.24,3.26,0.9843,0.4717,0.5126,1.0867,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Rhyne Howard,pl_18c31d08ca4a3a7c,threes,UNDER,DraftKings,draftkings,2.5,122,0.97,1.53,0.9385,0.4505,0.488,1.0835,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jessica Shepard,pl_6cc5f204f77ba597,ast,UNDER,FanDuel,fanduel,4.5,118,2.19,2.31,0.9359,0.4587,0.4772,1.0404,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jessica Shepard,pl_6cc5f204f77ba597,reb,UNDER,DraftKings,draftkings,11.5,104,5.52,5.98,0.9981,0.4902,0.5079,1.0361,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Olivia Miles,pl_a16dc7f41e113ba9,ast,UNDER,DraftKings,draftkings,6.5,105,3.43,3.07,0.9785,0.4878,0.4907,1.0059,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Natisha Hiedeman,pl_2396747f40933499,ast,UNDER,DraftKings,draftkings,4.5,109,1.86,2.64,0.9593,0.4785,0.4809,1.005,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Olivia Miles,pl_a16dc7f41e113ba9,ast,UNDER,FanDuel,fanduel,6.5,104,3.43,3.07,0.9785,0.4902,0.4883,0.9961,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Rae Burrell,pl_35ea3169d7add37e,ast,UNDER,DraftKings,draftkings,2.5,125,0.72,1.78,0.8801,0.4444,0.4356,0.9801,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Paige Bueckers,pl_ad864595548de955,ast,UNDER,FanDuel,fanduel,5.5,114,3.33,2.17,0.924,0.4673,0.4567,0.9773,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Rae Burrell,pl_35ea3169d7add37e,ast,UNDER,FanDuel,fanduel,2.5,124,0.72,1.78,0.8801,0.4464,0.4336,0.9713,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Isabelle Harrison,pl_a70a0e88781dddff,reb,UNDER,FanDuel,fanduel,5.5,108,2.15,3.35,0.9473,0.4808,0.4665,0.9703,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jessica Shepard,pl_6cc5f204f77ba597,ast,UNDER,DraftKings,draftkings,4.5,110,2.19,2.31,0.9359,0.4762,0.4598,0.9655,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Jonquel Jones,pl_0ff64046d8bcbd2b,threes,UNDER,DraftKings,draftkings,1.5,105,-0.2,1.7,0.9562,0.4878,0.4684,0.9602,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Marina Mabrey,pl_7897ca9d575458b3,threes,UNDER,DraftKings,draftkings,2.5,107,0.93,1.57,0.9428,0.4831,0.4597,0.9515,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Jonquel Jones,pl_0ff64046d8bcbd2b,threes,UNDER,FanDuel,fanduel,1.5,104,-0.2,1.7,0.9562,0.4902,0.466,0.9507,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Angel Reese,pl_2d999585fdbdbe8e,reb,UNDER,FanDuel,fanduel,11.5,106,8.22,3.28,0.9433,0.4854,0.4579,0.9433,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Marina Mabrey,pl_7897ca9d575458b3,threes,UNDER,FanDuel,fanduel,2.5,106,0.93,1.57,0.9428,0.4854,0.4573,0.9421,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Natisha Hiedeman,pl_2396747f40933499,pra,UNDER,FanDuel,fanduel,22.5,-104,7.11,15.39,0.9893,0.5098,0.4795,0.9405,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,44c05d0bdf345dc1b2a2eef1bff78ce3,Golden State Valkyries @ Phoenix Mercury,Alyssa Thomas,pl_538cccd243d89261,ast,UNDER,FanDuel,fanduel,8.5,100,5.68,2.82,0.9686,0.5,0.4686,0.9373,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Paige Bueckers,pl_ad864595548de955,reb,UNDER,FanDuel,fanduel,3.5,118,0.98,2.52,0.8885,0.4587,0.4298,0.937,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Dominique Malonga,pl_527d77821505a048,pra,UNDER,FanDuel,fanduel,28.5,-106,10.72,17.78,0.9961,0.5146,0.4815,0.9358,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Jackie Young,pl_debf3ef806a91eba,ast,UNDER,DraftKings,draftkings,6.5,-104,3.19,3.31,0.9854,0.5098,0.4756,0.9329,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Paige Bueckers,pl_ad864595548de955,ast,UNDER,DraftKings,draftkings,5.5,109,3.33,2.17,0.924,0.4785,0.4455,0.9311,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jessica Shepard,pl_6cc5f204f77ba597,pra,UNDER,DraftKings,draftkings,31.5,-107,12.7,18.8,0.9975,0.5169,0.4806,0.9298,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,A'ja Wilson,pl_2a3329d505c5b5ab,reb,UNDER,DraftKings,draftkings,9.5,101,5.9,3.6,0.9588,0.4975,0.4613,0.9272,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Caitlin Clark,pl_f3cf364a08200b25,pra,UNDER,DraftKings,draftkings,32.5,-106,16.58,15.92,0.9914,0.5146,0.4768,0.9266,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Rae Burrell,pl_35ea3169d7add37e,pts,UNDER,FanDuel,fanduel,14.5,100,5.37,9.13,0.9624,0.5,0.4624,0.9247,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Nneka Ogwumike,pl_84eaedaae32e85d7,reb,UNDER,FanDuel,fanduel,8.5,-104,4.39,4.11,0.9764,0.5098,0.4666,0.9152,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,A'ja Wilson,pl_2a3329d505c5b5ab,pts,UNDER,DraftKings,draftkings,26.5,-105,15.94,10.56,0.9802,0.5122,0.468,0.9137,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Breanna Stewart,pl_a9f0686367871e4e,pra,UNDER,DraftKings,draftkings,34.5,-108,18.04,16.46,0.9931,0.5192,0.4739,0.9126,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Angel Reese,pl_2d999585fdbdbe8e,pra,UNDER,FanDuel,fanduel,29.5,-102,17.47,12.03,0.964,0.505,0.4591,0.9091,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Kayla McBride,pl_3d50ba6ae300d829,reb,UNDER,FanDuel,fanduel,2.5,128,0.48,2.02,0.8352,0.4386,0.3966,0.9044,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,Sonia Citron,pl_c6d27cc42c66a0fc,ast,UNDER,DraftKings,draftkings,3.5,106,1.34,2.16,0.9227,0.4854,0.4373,0.9009,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,A'ja Wilson,pl_2a3329d505c5b5ab,reb,UNDER,FanDuel,fanduel,9.5,-102,5.9,3.6,0.9588,0.505,0.4539,0.8988,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Marina Mabrey,pl_7897ca9d575458b3,pts,UNDER,DraftKings,draftkings,20.5,-108,9.74,10.76,0.9819,0.5192,0.4627,0.8911,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Rhyne Howard,pl_18c31d08ca4a3a7c,reb,UNDER,FanDuel,fanduel,3.5,128,1.53,1.97,0.8289,0.4386,0.3903,0.89,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Breanna Stewart,pl_a9f0686367871e4e,reb,UNDER,DraftKings,draftkings,8.5,-107,4.42,4.08,0.9758,0.5169,0.4589,0.8877,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Jackie Young,pl_debf3ef806a91eba,reb,UNDER,FanDuel,fanduel,3.5,128,1.55,1.95,0.8272,0.4386,0.3887,0.8861,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jessica Shepard,pl_6cc5f204f77ba597,pts,UNDER,FanDuel,fanduel,13.5,-102,4.98,8.52,0.9515,0.505,0.4465,0.8843,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,44c05d0bdf345dc1b2a2eef1bff78ce3,Golden State Valkyries @ Phoenix Mercury,Alyssa Thomas,pl_538cccd243d89261,pts,UNDER,FanDuel,fanduel,13.5,100,5.45,8.05,0.9416,0.5,0.4416,0.8833,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Marina Mabrey,pl_7897ca9d575458b3,pra,UNDER,FanDuel,fanduel,26.5,-108,13.19,13.31,0.9767,0.5192,0.4575,0.8811,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Dominique Malonga,pl_527d77821505a048,pra,UNDER,DraftKings,draftkings,29.5,-113,10.72,18.78,0.9975,0.5305,0.467,0.8803,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Dominique Malonga,pl_527d77821505a048,reb,UNDER,DraftKings,draftkings,9.5,-113,3.75,5.75,0.9973,0.5305,0.4668,0.8798,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Rae Burrell,pl_35ea3169d7add37e,pra,UNDER,DraftKings,draftkings,20.5,-109,6.74,13.76,0.9802,0.5215,0.4587,0.8795,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Sabrina Ionescu,pl_5718a935043c616f,pra,UNDER,DraftKings,draftkings,27.5,-107,14.78,12.72,0.9714,0.5169,0.4545,0.8793,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Breanna Stewart,pl_a9f0686367871e4e,pts,UNDER,FanDuel,fanduel,21.5,-106,12.06,9.44,0.967,0.5146,0.4524,0.8793,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Breanna Stewart,pl_a9f0686367871e4e,pts,UNDER,DraftKings,draftkings,21.5,-106,12.06,9.44,0.967,0.5146,0.4524,0.8793,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Rae Burrell,pl_35ea3169d7add37e,pts,UNDER,DraftKings,draftkings,14.5,-105,5.37,9.13,0.9624,0.5122,0.4502,0.8789,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Dominique Malonga,pl_527d77821505a048,pts,UNDER,FanDuel,fanduel,17.5,-110,6.59,10.91,0.9832,0.5238,0.4594,0.877,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Angel Reese,pl_2d999585fdbdbe8e,pra,UNDER,DraftKings,draftkings,29.5,-106,17.47,12.03,0.964,0.5146,0.4495,0.8735,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Nneka Ogwumike,pl_84eaedaae32e85d7,reb,UNDER,DraftKings,draftkings,8.5,-109,4.39,4.11,0.9764,0.5215,0.4548,0.8721,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Natisha Hiedeman,pl_2396747f40933499,pra,UNDER,DraftKings,draftkings,23.5,-113,7.11,16.39,0.9929,0.5305,0.4623,0.8715,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Rae Burrell,pl_35ea3169d7add37e,pra,UNDER,FanDuel,fanduel,20.5,-110,6.74,13.76,0.9802,0.5238,0.4564,0.8713,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Paige Bueckers,pl_ad864595548de955,pts,UNDER,FanDuel,fanduel,19.5,-102,11.34,8.16,0.9441,0.505,0.4392,0.8697,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Nneka Ogwumike,pl_84eaedaae32e85d7,pra,UNDER,DraftKings,draftkings,29.5,-110,16.19,13.31,0.9767,0.5238,0.4529,0.8647,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,Sonia Citron,pl_c6d27cc42c66a0fc,ast,UNDER,FanDuel,fanduel,3.5,102,1.34,2.16,0.9227,0.495,0.4277,0.8639,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Allisha Gray,pl_0538d809f7d14b6b,pra,UNDER,FanDuel,fanduel,24.5,-102,14.06,10.44,0.9407,0.505,0.4358,0.863,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,A'ja Wilson,pl_2a3329d505c5b5ab,pra,UNDER,DraftKings,draftkings,40.5,-115,22.67,17.83,0.9962,0.5349,0.4613,0.8624,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Dominique Malonga,pl_527d77821505a048,pts,UNDER,DraftKings,draftkings,17.5,-112,6.59,10.91,0.9832,0.5283,0.4549,0.8611,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Chelsea Gray,pl_97ce373787b564c7,pra,UNDER,FanDuel,fanduel,21.5,-106,10.12,11.38,0.9557,0.5146,0.4411,0.8572,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Natisha Hiedeman,pl_2396747f40933499,pts,UNDER,DraftKings,draftkings,15.5,-112,4.98,10.52,0.9798,0.5283,0.4515,0.8546,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Marina Mabrey,pl_7897ca9d575458b3,pra,UNDER,DraftKings,draftkings,27.5,-113,13.19,14.31,0.9838,0.5305,0.4533,0.8545,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Sabrina Ionescu,pl_5718a935043c616f,pra,UNDER,FanDuel,fanduel,27.5,-110,14.78,12.72,0.9714,0.5238,0.4476,0.8545,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Megan DiLeo,pl_51cd968d29dc7f89,pra,UNDER,DraftKings,draftkings,18.5,-112,4.89,13.61,0.9791,0.5283,0.4508,0.8533,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,606c87e74c7cc6048113e44a4f33506f,Portland Fire @ Las Vegas Aces,Jackie Young,pl_debf3ef806a91eba,pra,UNDER,DraftKings,draftkings,28.5,-114,13.97,14.53,0.9851,0.5327,0.4524,0.8492,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Breanna Stewart,pl_a9f0686367871e4e,reb,UNDER,FanDuel,fanduel,8.5,-112,4.42,4.08,0.9758,0.5283,0.4475,0.847,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Kayla McBride,pl_3d50ba6ae300d829,pts,UNDER,FanDuel,fanduel,17.5,-102,9.82,7.68,0.9327,0.505,0.4277,0.847,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Paige Bueckers,pl_ad864595548de955,pts,UNDER,DraftKings,draftkings,19.5,-105,11.34,8.16,0.9441,0.5122,0.4319,0.8433,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jessica Shepard,pl_6cc5f204f77ba597,pra,UNDER,FanDuel,fanduel,31.5,-118,12.7,18.8,0.9975,0.5413,0.4563,0.8429,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Caitlin Clark,pl_f3cf364a08200b25,pts,UNDER,FanDuel,fanduel,20.5,-114,9.83,10.67,0.9812,0.5327,0.4485,0.8418,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,786c1161bd8d7bbab01efa2e850df8bb,Toronto Tempo @ Minnesota Lynx,Kayla McBride,pl_3d50ba6ae300d829,reb,UNDER,DraftKings,draftkings,2.5,120,0.48,2.02,0.8352,0.4545,0.3807,0.8375,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,fa632e2d144f67960024500509077a4a,New York Liberty @ Los Angeles Sparks,Breanna Stewart,pl_a9f0686367871e4e,pra,UNDER,FanDuel,fanduel,34.5,-118,18.04,16.46,0.9931,0.5413,0.4518,0.8347,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Caitlin Clark,pl_f3cf364a08200b25,pts,UNDER,DraftKings,draftkings,20.5,-115,9.83,10.67,0.9812,0.5349,0.4463,0.8343,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c01616be622aa0fcab0ac0351d05e264,Atlanta Dream @ Dallas Wings,Jordin Canada,pl_e49d761a397e4cf3,pra,UNDER,FanDuel,fanduel,23.5,-114,10.14,13.36,0.9772,0.5327,0.4444,0.8343,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow
2026-07-28T16:14:43.553575+00:00,2026-07-28,c2e520af9bd7e828a76959862d941068,Indiana Fever @ Seattle Storm,Kelsey Mitchell,pl_6ea88c4443fd507d,pts,UNDER,DraftKings,draftkings,21.5,-104,13.74,7.76,0.9346,0.5098,0.4248,0.8332,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow
