ranking_key,date,player,game,player_team,opponent,stat,side,projected_role,lineup_projection,rotation_games_prior,minutes_l5,minutes_l10,minutes_sd_l10,minutes_cv_l10,minutes_floor_p20,minutes_ceiling_p80,minutes_trend_l5,starter_consistency_l10,rotation_stability_score,rotation_risk_band,rotation_status,workload_multiplier,rotation_adjusted_projection,rotation_delta,injury_source_used,coach_intent_inferred,adjustment_basis
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|pr|over,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PR,OVER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|pr|under,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PR,UNDER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|pts|over,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,OVER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|pts|over,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,OVER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|pts|under,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,UNDER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|reb|over,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,REB,OVER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|aaliyah edwards|connecticut sun @ dallas wings|reb|under,2026-08-30,Aaliyah Edwards,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,REB,UNDER,BENCH,,6,19.4,18.167,7.733,0.4257,12.0,24.0,-2.7,0.6667,60.43,MODERATE,READY,1.008205,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pr|over,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,OVER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pr|over,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,OVER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pr|under,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,UNDER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pr|under,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,UNDER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pts|over,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pts|over,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pts|over,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|pts|under,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,UNDER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|reb|over,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,REB,OVER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|alanna smith|connecticut sun @ dallas wings|reb|under,2026-08-30,Alanna Smith,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,REB,UNDER,BENCH,,6,12.4,12.667,4.269,0.337,8.0,16.0,0.6,1.0,70.2,MODERATE,READY,0.997044,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|3pm|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,3PM,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|3pm|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,3PM,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|ast|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,AST,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|ast|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,AST,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pa|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PA,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pa|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PA,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pr|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pr|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pra|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PRA,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pra|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PRA,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pts|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pts|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pts|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|pts|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|ra|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,RA,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|ra|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,RA,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|reb|over,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,REB,OVER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|arike ogunbowale|connecticut sun @ dallas wings|reb|under,2026-08-30,Arike Ogunbowale,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,REB,UNDER,BENCH,,10,33.0,31.5,4.41,0.14,30.0,35.0,-3.4,0.5,85.1,STABLE,READY,1.008105,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pr|over,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,OVER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pr|over,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,OVER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pr|under,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,UNDER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pr|under,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PR,UNDER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pts|over,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pts|over,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,OVER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|pts|under,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PTS,UNDER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|reb|over,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,REB,OVER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|awak kuier|connecticut sun @ dallas wings|reb|under,2026-08-30,Awak Kuier,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,REB,UNDER,BENCH,,10,13.8,14.6,7.365,0.5044,9.0,21.0,-4.1,0.5,72.34,MODERATE,READY,0.992072,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|ast|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,AST,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|ast|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,AST,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pa|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PA,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pa|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PA,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pa|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PA,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pa|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PA,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pr|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PR,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pr|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PR,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pra|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PRA,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pra|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PRA,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pra|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PRA,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pra|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PRA,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pts|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|pts|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|ra|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,RA,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|ra|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,RA,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|reb|over,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,REB,OVER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|charlisse leger-walker|connecticut sun @ dallas wings|reb|under,2026-08-30,Charlisse Leger-Walker,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,REB,UNDER,BENCH,,10,26.8,28.0,2.898,0.1035,25.0,30.0,-0.5,0.6,88.38,STABLE,READY,0.992425,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|3pm|over,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,3PM,OVER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|3pm|under,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,3PM,UNDER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|pr|over,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PR,OVER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|pr|under,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PR,UNDER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|pts|over,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,OVER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|pts|under,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,PTS,UNDER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|reb|over,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,REB,OVER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|diamond miller|connecticut sun @ dallas wings|reb|under,2026-08-30,Diamond Miller,Connecticut Sun @ Dallas Wings,Connecticut Sun,Dallas Wings,REB,UNDER,BENCH,,10,26.6,25.6,4.341,0.1696,22.0,30.0,0.3,0.6,86.07,STABLE,READY,1.006724,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|jessica shepard|connecticut sun @ dallas wings|ast|over,2026-08-30,Jessica Shepard,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,AST,OVER,BENCH,,10,33.8,35.0,4.796,0.137,33.0,38.0,-3.2,0.5,85.2,STABLE,READY,0.994158,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|jessica shepard|connecticut sun @ dallas wings|ast|under,2026-08-30,Jessica Shepard,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,AST,UNDER,BENCH,,10,33.8,35.0,4.796,0.137,33.0,38.0,-3.2,0.5,85.2,STABLE,READY,0.994158,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|jessica shepard|connecticut sun @ dallas wings|pa|over,2026-08-30,Jessica Shepard,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PA,OVER,BENCH,,10,33.8,35.0,4.796,0.137,33.0,38.0,-3.2,0.5,85.2,STABLE,READY,0.994158,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|jessica shepard|connecticut sun @ dallas wings|pa|over,2026-08-30,Jessica Shepard,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PA,OVER,BENCH,,10,33.8,35.0,4.796,0.137,33.0,38.0,-3.2,0.5,85.2,STABLE,READY,0.994158,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
2026-08-30|jessica shepard|connecticut sun @ dallas wings|pa|under,2026-08-30,Jessica Shepard,Connecticut Sun @ Dallas Wings,Dallas Wings,Connecticut Sun,PA,UNDER,BENCH,,10,33.8,35.0,4.796,0.137,33.0,38.0,-3.2,0.5,85.2,STABLE,READY,0.994158,,,False,False,PRIOR_ONLY_WORKLOAD_STABILITY
