ranking_key,date,player,game,player_team,player_team_source,opponent,stat,side,raw_projection,best_line,model_probability,matchup_status,defense_allowed_avg,league_allowed_avg,defense_index,last5_allowed_avg,last10_allowed_avg,home_allowed_avg,away_allowed_avg,matchup_multiplier,matchup_adjusted_projection,matchup_delta
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|3pm|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,3PM,UNDER,,1.5,,READY,0.75,1.75,0.4286,0.75,0.75,1.0,0.5,0.85,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|ast|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,AST,OVER,,2.5,,READY,6.3333,3.9733,1.594,6.3333,6.3333,6.0,7.0,1.15,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|ast|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,AST,UNDER,,2.5,,READY,6.3333,3.9733,1.594,6.3333,6.3333,6.0,7.0,1.15,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pa|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PA,OVER,,14.5,,READY,17.6667,17.3333,1.0192,17.6667,17.6667,10.0,21.5,1.0096,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pa|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PA,UNDER,,14.5,,READY,17.6667,17.3333,1.0192,17.6667,17.6667,10.0,21.5,1.0096,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pr|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PR,OVER,,18.5,,READY,17.125,18.1538,0.9433,14.3333,17.125,12.25,22.0,0.97165,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pr|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PR,UNDER,,18.5,,READY,17.125,18.1538,0.9433,14.3333,17.125,12.25,22.0,0.97165,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pra|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PRA,OVER,,20.5,,READY,20.4,21.8028,0.9357,20.4,20.4,14.0,24.6667,0.96785,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pra|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PRA,UNDER,,20.5,,READY,20.4,21.8028,0.9357,20.4,20.4,14.0,24.6667,0.96785,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pts|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PTS,OVER,,12.5,,READY,15.0,13.8718,1.0813,15.0,15.0,11.0,19.0,1.04065,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pts|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PTS,OVER,,13.5,,READY,15.0,13.8718,1.0813,15.0,15.0,11.0,19.0,1.04065,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|pts|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,PTS,UNDER,,12.5,,READY,15.0,13.8718,1.0813,15.0,15.0,11.0,19.0,1.04065,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|ra|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,RA,OVER,,7.5,,READY,12.5,9.4211,1.3268,12.5,12.5,,12.5,1.15,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|ra|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,RA,UNDER,,7.5,,READY,12.5,9.4211,1.3268,12.5,12.5,,12.5,1.15,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|reb|over,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,REB,OVER,,5.5,,READY,2.6667,4.8158,0.5537,2.6667,2.6667,2.5,3.0,0.85,,
2026-08-29|laura juskaite|toronto tempo @ phoenix mercury|reb|under,2026-08-29,Laura Juskaite,Toronto Tempo @ Phoenix Mercury,Toronto Tempo,BOARD_EXPLICIT,Phoenix Mercury,REB,UNDER,,5.5,,READY,2.6667,4.8158,0.5537,2.6667,2.6667,2.5,3.0,0.85,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|pr|over,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PR,OVER,,18.5,,READY,16.2857,18.1538,0.8971,18.0,16.2857,13.6,23.0,0.94855,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|pr|under,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PR,UNDER,,18.5,,READY,16.2857,18.1538,0.8971,18.0,16.2857,13.6,23.0,0.94855,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|pts|over,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PTS,OVER,,10.5,,READY,12.5,13.8718,0.9011,12.5,12.5,12.3333,13.0,0.95055,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|pts|over,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PTS,OVER,,11.5,,READY,12.5,13.8718,0.9011,12.5,12.5,12.3333,13.0,0.95055,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|pts|under,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PTS,UNDER,,10.5,,READY,12.5,13.8718,0.9011,12.5,12.5,12.3333,13.0,0.95055,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|reb|over,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,REB,OVER,,7.5,,READY,5.0,4.8158,1.0383,5.375,5.0,5.375,2.0,1.01915,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|reb|over,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,REB,OVER,,8.5,,READY,5.0,4.8158,1.0383,5.375,5.0,5.375,2.0,1.01915,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|reb|under,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,REB,UNDER,,7.5,,READY,5.0,4.8158,1.0383,5.375,5.0,5.375,2.0,1.01915,,
2026-08-29|natasha mack|toronto tempo @ phoenix mercury|reb|under,2026-08-29,Natasha Mack,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,REB,UNDER,,8.5,,READY,5.0,4.8158,1.0383,5.375,5.0,5.375,2.0,1.01915,,
2026-08-29|noemie brochant|toronto tempo @ phoenix mercury|pts|over,2026-08-29,Noemie Brochant,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PTS,OVER,,8.5,,READY,12.5,13.8718,0.9011,12.5,12.5,12.3333,13.0,0.95055,,
2026-08-29|noemie brochant|toronto tempo @ phoenix mercury|pts|under,2026-08-29,Noemie Brochant,Toronto Tempo @ Phoenix Mercury,Phoenix Mercury,BOARD_EXPLICIT,Toronto Tempo,PTS,UNDER,,8.5,,READY,12.5,13.8718,0.9011,12.5,12.5,12.3333,13.0,0.95055,,
