archive_index,date,player,game,stat,alt_line,side,audit_classification,warehouse_game_id,warehouse_date,cardinality,classification,requested_stat_values,unique_requested_stat_values,safe_to_collapse,record_ids,sources,candidate_games,same_player_date_candidate_count,legacy_outcome,legacy_actual
911,2026-08-01,Natasha Mack,New York Liberty @ Phoenix Mercury,REB,5.5,UNDER,EXACT_MATCH,,2026-08-01,0,ZERO_MATCH,,0,False,,,,2,WIN,3.0
912,2026-08-02,Jordin Canada,Las Vegas Aces @ Atlanta Dream,AST,7.5,OVER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,7.0
914,2026-08-02,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PTS,16.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,19.0
917,2026-08-02,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PR,20.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,20.0
918,2026-08-02,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PA,20.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,21.0
919,2026-08-02,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PRA,24.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,22.0
920,2026-08-02,Nyara Sabally,Toronto Tempo @ Golden State Valkyries,REB,4.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,8.0
922,2026-08-02,Courtney Williams,Indiana Fever @ Minnesota Lynx,AST,3.5,OVER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,5.0
923,2026-08-02,Courtney Williams,Indiana Fever @ Minnesota Lynx,RA,7.5,OVER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,9.0
924,2026-08-02,Allisha Gray,Las Vegas Aces @ Atlanta Dream,REB,3.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,1.0
926,2026-08-02,Janelle Salaun,Toronto Tempo @ Golden State Valkyries,PRA,18.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,29.0
928,2026-08-02,Janelle Salaun,Toronto Tempo @ Golden State Valkyries,PR,16.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,27.0
930,2026-08-02,Allisha Gray,Las Vegas Aces @ Atlanta Dream,RA,5.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,3.0
932,2026-08-02,Jordin Canada,Las Vegas Aces @ Atlanta Dream,PR,14.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,9.0
933,2026-08-02,Kelsey Mitchell,Indiana Fever @ Minnesota Lynx,AST,2.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,3.0
934,2026-08-02,Jordin Canada,Las Vegas Aces @ Atlanta Dream,PTS,10.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,7.0
935,2026-08-02,Courtney Williams,Indiana Fever @ Minnesota Lynx,REB,4.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,4.0
937,2026-08-02,Janelle Salaun,Toronto Tempo @ Golden State Valkyries,3PM,2.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,4.0
939,2026-08-02,Allisha Gray,Las Vegas Aces @ Atlanta Dream,AST,2.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,2.0
940,2026-08-02,Aliyah Boston,Indiana Fever @ Minnesota Lynx,PR,25.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,23.0
941,2026-08-02,Aliyah Boston,Indiana Fever @ Minnesota Lynx,PR,24.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,23.0
947,2026-08-02,Aliyah Boston,Indiana Fever @ Minnesota Lynx,PTS,16.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,15.0
948,2026-08-02,Aliyah Boston,Indiana Fever @ Minnesota Lynx,PTS,15.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,15.0
951,2026-08-02,Courtney Williams,Indiana Fever @ Minnesota Lynx,RA,8.5,UNDER,EXACT_MATCH,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,9.0
952,2026-08-03,Jordin Canada,Las Vegas Aces @ Atlanta Dream,AST,7.5,OVER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,7.0
953,2026-08-03,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PTS,16.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,19.0
954,2026-08-03,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PR,20.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,20.0
955,2026-08-03,Brionna Jones,Las Vegas Aces @ Atlanta Dream,PRA,19.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,16.0
957,2026-08-03,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PA,20.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,21.0
960,2026-08-03,Rhyne Howard,Las Vegas Aces @ Atlanta Dream,PRA,24.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,22.0
961,2026-08-03,DeWanna Bonner,Phoenix Mercury @ Chicago Sky,RA,7.5,OVER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,12.0
964,2026-08-03,Allisha Gray,Las Vegas Aces @ Atlanta Dream,REB,3.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,1.0
967,2026-08-03,Veronica Burton,Toronto Tempo @ Golden State Valkyries,RA,9.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,8.0
969,2026-08-03,Allisha Gray,Las Vegas Aces @ Atlanta Dream,RA,5.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,3.0
970,2026-08-03,Jordin Canada,Las Vegas Aces @ Atlanta Dream,PR,14.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,9.0
971,2026-08-03,Jordin Canada,Las Vegas Aces @ Atlanta Dream,3PM,0.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,0.0
972,2026-08-03,Jordin Canada,Las Vegas Aces @ Atlanta Dream,PTS,10.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,7.0
973,2026-08-03,Veronica Burton,Toronto Tempo @ Golden State Valkyries,REB,3.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,2.0
974,2026-08-03,Allisha Gray,Las Vegas Aces @ Atlanta Dream,AST,2.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,2.0
976,2026-08-03,Naz Hillmon,Las Vegas Aces @ Atlanta Dream,REB,3.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,WIN,1.0
978,2026-08-03,Natasha Cloud,Phoenix Mercury @ Chicago Sky,PR,13.5,UNDER,EXACT_MATCH,,2026-08-03,0,ZERO_MATCH,,0,False,,,,2,LOSS,18.0
999,2026-08-04,Veronica Burton,Toronto Tempo @ Golden State Valkyries,RA,9.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,8.0
1002,2026-08-04,Veronica Burton,Toronto Tempo @ Golden State Valkyries,REB,3.5,UNDER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,WIN,2.0
1006,2026-08-04,Laura Juskaite,Toronto Tempo @ Golden State Valkyries,REB,3.5,OVER,DATE_SHIFT_UNIQUE_MATCHUP,,2026-08-02,0,ZERO_MATCH,,0,False,,,,2,LOSS,3.0
