archive_index,canonical_game_date,canonical_game_id,date,game,method,player,source,status
770,2026-07-28,401857094,2026-07-28,Indiana Fever @ Seattle Storm,local_raw_unique_player_game_same_date,Awa Fam,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
771,2026-07-28,401857093,2026-07-28,Toronto Tempo @ Minnesota Lynx,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
772,2026-07-28,401857096,2026-07-28,New York Liberty @ Los Angeles Sparks,local_raw_unique_player_game_same_date,Nneka Ogwumike,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
773,2026-07-28,401857095,2026-07-28,Portland Fire @ Las Vegas Aces,local_raw_unique_player_game_same_date,A'ja Wilson,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
774,2026-07-28,401857096,2026-07-28,New York Liberty @ Los Angeles Sparks,local_raw_unique_player_game_same_date,Breanna Stewart,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
775,2026-07-28,401857096,2026-07-28,New York Liberty @ Los Angeles Sparks,local_raw_unique_player_game_same_date,Nneka Ogwumike,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
776,2026-07-28,401857096,2026-07-28,New York Liberty @ Los Angeles Sparks,local_raw_unique_player_game_same_date,Nneka Ogwumike,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
777,2026-07-28,401857096,2026-07-28,New York Liberty @ Los Angeles Sparks,local_raw_unique_player_game_same_date,Nneka Ogwumike,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
780,2026-07-28,401857096,2026-07-28,New York Liberty @ Los Angeles Sparks,local_raw_unique_player_game_same_date,Sabrina Ionescu,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
781,2026-07-28,401857093,2026-07-28,Toronto Tempo @ Minnesota Lynx,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
782,2026-07-28,401857093,2026-07-28,Toronto Tempo @ Minnesota Lynx,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
783,2026-07-28,401857093,2026-07-28,Toronto Tempo @ Minnesota Lynx,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
784,2026-07-28,401857093,2026-07-28,Toronto Tempo @ Minnesota Lynx,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-28.csv,RESOLVED_LOCAL
792,2026-07-30,401857101,2026-07-30,New York Liberty @ Las Vegas Aces,local_raw_unique_player_game_same_date,Jackie Young,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
795,,,2026-07-29,Minnesota Lynx @ Toronto Tempo,,Courtney Williams,,UNRESOLVED_LOCAL
798,2026-07-30,401857101,2026-07-30,New York Liberty @ Las Vegas Aces,local_raw_unique_player_game_same_date,Breanna Stewart,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
805,,,2026-07-29,Connecticut Sun @ Chicago Sky,,Azura Stevens,,UNRESOLVED_LOCAL
810,,,2026-07-29,Minnesota Lynx @ Toronto Tempo,,Courtney Williams,,UNRESOLVED_LOCAL
811,2026-07-29,401857097,2026-07-29,Seattle Storm @ Atlanta Dream,local_raw_unique_player_game_same_date,Jordin Canada,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
813,2026-07-29,401857097,2026-07-29,Seattle Storm @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
814,2026-07-29,401857097,2026-07-29,Seattle Storm @ Atlanta Dream,local_raw_unique_player_game_same_date,Jordin Canada,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
815,2026-07-29,401857097,2026-07-29,Seattle Storm @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
816,2026-07-29,401857097,2026-07-29,Seattle Storm @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
817,2026-07-29,401857097,2026-07-29,Seattle Storm @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
819,2026-07-30,401857101,2026-07-30,New York Liberty @ Las Vegas Aces,local_raw_unique_player_game_same_date,Pauline Astier,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
820,2026-07-30,401857099,2026-07-30,Minnesota Lynx @ Toronto Tempo,local_raw_unique_player_game_same_date,Courtney Williams,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
822,2026-07-29,401857097,2026-07-29,Dallas Wings @ Washington Mystics,local_raw_unique_player_game_same_date,Paige Bueckers,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
824,2026-07-30,401857101,2026-07-30,New York Liberty @ Las Vegas Aces,local_raw_unique_player_game_same_date,Breanna Stewart,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
833,2026-07-30,401857101,2026-07-30,New York Liberty @ Las Vegas Aces,local_raw_unique_player_game_same_date,Pauline Astier,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
836,2026-07-30,401857099,2026-07-30,Minnesota Lynx @ Toronto Tempo,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
840,2026-07-29,401857097,2026-07-29,Dallas Wings @ Washington Mystics,local_raw_unique_player_game_same_date,Arike Ogunbowale,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
841,2026-07-29,401857097,2026-07-29,Dallas Wings @ Washington Mystics,local_raw_unique_player_game_same_date,Paige Bueckers,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
842,2026-07-29,401857097,2026-07-29,Dallas Wings @ Washington Mystics,local_raw_unique_player_game_same_date,Arike Ogunbowale,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
843,2026-07-30,401857101,2026-07-30,New York Liberty @ Las Vegas Aces,local_raw_unique_player_game_same_date,Sabrina Ionescu,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
844,2026-07-30,401857099,2026-07-30,Minnesota Lynx @ Toronto Tempo,local_raw_unique_player_game_same_date,Natasha Howard,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
845,2026-07-29,401857097,2026-07-29,Dallas Wings @ Washington Mystics,local_raw_unique_player_game_same_date,Arike Ogunbowale,data/raw/boxscores_2026-07-29.csv,RESOLVED_LOCAL
846,2026-07-30,401857099,2026-07-30,Minnesota Lynx @ Toronto Tempo,local_raw_unique_player_game_same_date,Courtney Williams,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
864,2026-07-30,401857101,2026-07-30,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Jackie Young,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
868,2026-07-30,401857101,2026-07-30,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Chelsea Gray,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
870,2026-07-30,401857101,2026-07-30,New York Liberty @ Phoenix Mercury,local_raw_unique_player_game_same_date,Jonquel Jones,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
871,2026-07-30,401857101,2026-07-30,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Jackie Young,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
874,2026-07-30,401857100,2026-07-30,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Kamilla Cardoso,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
879,2026-07-30,401857100,2026-07-30,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Natasha Cloud,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
880,2026-07-30,401857100,2026-07-30,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Natasha Cloud,data/raw/boxscores_2026-07-30.csv,RESOLVED_LOCAL
881,2026-08-01,401857106,2026-08-01,New York Liberty @ Phoenix Mercury,local_raw_unique_player_game_same_date,DeWanna Bonner,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
883,2026-08-01,401857106,2026-08-01,New York Liberty @ Phoenix Mercury,local_raw_unique_player_game_same_date,Pauline Astier,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
885,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,NaLyssa Smith,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
887,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Courtney Williams,,UNRESOLVED_LOCAL
888,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Elizabeth Williams,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
889,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Kamilla Cardoso,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
890,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Natasha Cloud,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
891,,,2026-08-01,Toronto Tempo @ Golden State Valkyries,,Janelle Salaun,,UNRESOLVED_LOCAL
892,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Elizabeth Williams,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
893,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Kelsey Mitchell,,UNRESOLVED_LOCAL
894,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Courtney Williams,,UNRESOLVED_LOCAL
895,,,2026-08-01,Toronto Tempo @ Golden State Valkyries,,Janelle Salaun,,UNRESOLVED_LOCAL
896,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Aliyah Boston,,UNRESOLVED_LOCAL
897,,,2026-08-01,Toronto Tempo @ Golden State Valkyries,,Janelle Salaun,,UNRESOLVED_LOCAL
898,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Chelsea Gray,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
899,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Aliyah Boston,,UNRESOLVED_LOCAL
900,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Jackie Young,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
901,2026-08-01,401857106,2026-08-01,New York Liberty @ Phoenix Mercury,local_raw_unique_player_game_same_date,Monique Akoa Makani,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
904,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Caitlin Clark,,UNRESOLVED_LOCAL
905,2026-08-01,401857106,2026-08-01,New York Liberty @ Phoenix Mercury,local_raw_unique_player_game_same_date,Jonquel Jones,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
906,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Aliyah Boston,,UNRESOLVED_LOCAL
907,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Natasha Cloud,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
908,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Kamilla Cardoso,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
909,2026-08-01,401857105,2026-08-01,Las Vegas Aces @ Chicago Sky,local_raw_unique_player_game_same_date,Natasha Cloud,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
910,,,2026-08-01,Indiana Fever @ Minnesota Lynx,,Courtney Williams,,UNRESOLVED_LOCAL
911,2026-08-01,401857106,2026-08-01,New York Liberty @ Phoenix Mercury,local_raw_unique_player_game_same_date,Natasha Mack,data/raw/boxscores_2026-08-01.csv,RESOLVED_LOCAL
912,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Jordin Canada,,UNRESOLVED_LOCAL
914,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Rhyne Howard,,UNRESOLVED_LOCAL
917,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Rhyne Howard,,UNRESOLVED_LOCAL
918,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Rhyne Howard,,UNRESOLVED_LOCAL
919,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Rhyne Howard,,UNRESOLVED_LOCAL
920,2026-08-02,401857110,2026-08-02,Toronto Tempo @ Golden State Valkyries,local_raw_unique_player_game_same_date,Nyara Sabally,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
922,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Courtney Williams,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
923,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Courtney Williams,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
924,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
925,2026-08-03,401857112,2026-08-02,Seattle Storm @ New York Liberty,local_raw_audit_game_id,Flau'jae Johnson,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
926,2026-08-02,401857110,2026-08-02,Toronto Tempo @ Golden State Valkyries,local_raw_unique_player_game_same_date,Janelle Salaun,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
928,2026-08-02,401857110,2026-08-02,Toronto Tempo @ Golden State Valkyries,local_raw_unique_player_game_same_date,Janelle Salaun,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
930,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
932,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Jordin Canada,,UNRESOLVED_LOCAL
933,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Kelsey Mitchell,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
934,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Jordin Canada,,UNRESOLVED_LOCAL
935,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Courtney Williams,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
937,2026-08-02,401857110,2026-08-02,Toronto Tempo @ Golden State Valkyries,local_raw_unique_player_game_same_date,Janelle Salaun,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
939,,,2026-08-02,Las Vegas Aces @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
940,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Aliyah Boston,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
941,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Aliyah Boston,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
942,,,2026-08-02,Los Angeles Sparks @ Portland Fire,,Megan Gustafson,,UNRESOLVED_LOCAL
944,2026-08-03,401857112,2026-08-02,Seattle Storm @ New York Liberty,local_raw_audit_game_id,Jonquel Jones,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
947,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Aliyah Boston,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
948,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Aliyah Boston,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
951,2026-08-02,401857107,2026-08-02,Indiana Fever @ Minnesota Lynx,local_raw_unique_player_game_same_date,Courtney Williams,data/raw/boxscores_2026-08-02.csv,RESOLVED_LOCAL
952,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Jordin Canada,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
953,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
954,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
955,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Brionna Jones,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
957,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
960,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Rhyne Howard,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
961,2026-08-03,401857113,2026-08-03,Phoenix Mercury @ Chicago Sky,local_raw_unique_player_game_same_date,DeWanna Bonner,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
963,2026-08-03,401857112,2026-08-03,Seattle Storm @ New York Liberty,local_raw_audit_game_id,Flau'jae Johnson,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
964,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Allisha Gray,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
967,,,2026-08-03,Toronto Tempo @ Golden State Valkyries,,Veronica Burton,,UNRESOLVED_LOCAL
969,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Allisha Gray,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
970,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Jordin Canada,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
971,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Jordin Canada,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
972,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Jordin Canada,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
973,,,2026-08-03,Toronto Tempo @ Golden State Valkyries,,Veronica Burton,,UNRESOLVED_LOCAL
974,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Allisha Gray,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
976,2026-08-03,401857111,2026-08-03,Las Vegas Aces @ Atlanta Dream,local_raw_unique_player_game_same_date,Naz Hillmon,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
978,2026-08-03,401857113,2026-08-03,Phoenix Mercury @ Chicago Sky,local_raw_unique_player_game_same_date,Natasha Cloud,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
980,2026-08-03,401857112,2026-08-03,Seattle Storm @ New York Liberty,local_raw_audit_game_id,Jonquel Jones,data/raw/boxscores_2026-08-03.csv,RESOLVED_LOCAL
981,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
982,,,2026-08-04,Los Angeles Sparks @ Chicago Sky,,Rae Burrell,,UNRESOLVED_LOCAL
983,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
984,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Rhyne Howard,,UNRESOLVED_LOCAL
985,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Jordin Canada,,UNRESOLVED_LOCAL
986,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Jordin Canada,,UNRESOLVED_LOCAL
989,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
993,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Jordin Canada,,UNRESOLVED_LOCAL
994,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
995,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
996,,,2026-08-04,Los Angeles Sparks @ Chicago Sky,,Kamilla Cardoso,,UNRESOLVED_LOCAL
997,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
998,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
999,,,2026-08-04,Toronto Tempo @ Golden State Valkyries,,Veronica Burton,,UNRESOLVED_LOCAL
1001,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
1002,,,2026-08-04,Toronto Tempo @ Golden State Valkyries,,Veronica Burton,,UNRESOLVED_LOCAL
1003,,,2026-08-04,Los Angeles Sparks @ Chicago Sky,,Erica Wheeler,,UNRESOLVED_LOCAL
1005,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Rhyne Howard,,UNRESOLVED_LOCAL
1006,,,2026-08-04,Toronto Tempo @ Golden State Valkyries,,Laura Juskaite,,UNRESOLVED_LOCAL
1007,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Kahleah Copper,,UNRESOLVED_LOCAL
1010,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
1011,,,2026-08-04,Las Vegas Aces @ Indiana Fever,,Aliyah Boston,,UNRESOLVED_LOCAL
1012,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
1013,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Kahleah Copper,,UNRESOLVED_LOCAL
1014,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Allisha Gray,,UNRESOLVED_LOCAL
1015,,,2026-08-04,Las Vegas Aces @ Indiana Fever,,Aliyah Boston,,UNRESOLVED_LOCAL
1016,,,2026-08-04,Phoenix Mercury @ Atlanta Dream,,Angel Reese,,UNRESOLVED_LOCAL
