archive_date,archive_game,archive_index,candidate_dates,candidate_event_ids,detail,player,status
,,656,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,656,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
2026-07-22,Las Vegas Aces @ Washington Mystics,656,[],[],,NaLyssa Smith,AMBIGUOUS_OR_MISSING
,,659,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,659,,,2026-07-19: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260719,,FETCH_ERROR
,,659,,,2026-07-20: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260720,,FETCH_ERROR
,,659,,,2026-07-21: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260721,,FETCH_ERROR
,,659,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,659,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,659,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
2026-07-22,Minnesota Lynx @ Seattle Storm,659,[],[],,Natisha Hiedeman,AMBIGUOUS_OR_MISSING
,,661,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,661,,,2026-07-19: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260719,,FETCH_ERROR
,,661,,,2026-07-20: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260720,,FETCH_ERROR
,,661,,,2026-07-21: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260721,,FETCH_ERROR
,,661,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,661,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,661,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
2026-07-22,Phoenix Mercury @ Los Angeles Sparks,661,[],[],,Ariel Atkins,AMBIGUOUS_OR_MISSING
,,662,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,662,,,2026-07-19: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260719,,FETCH_ERROR
,,662,,,2026-07-20: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260720,,FETCH_ERROR
,,662,,,2026-07-21: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260721,,FETCH_ERROR
,,662,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,662,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,662,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
2026-07-22,Phoenix Mercury @ Los Angeles Sparks,662,[],[],,Ariel Atkins,AMBIGUOUS_OR_MISSING
,,665,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,665,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,665,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,665,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,665,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,665,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,665,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Toronto Tempo @ Minnesota Lynx,665,[],[],,Kayla McBride,AMBIGUOUS_OR_MISSING
,,666,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,666,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,666,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,666,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,666,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,666,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,666,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,New York Liberty @ Los Angeles Sparks,666,[],[],,Sabrina Ionescu,AMBIGUOUS_OR_MISSING
,,668,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,668,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,668,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,668,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,668,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,668,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,668,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Indiana Fever @ Seattle Storm,668,[],[],,Natisha Hiedeman,AMBIGUOUS_OR_MISSING
,,669,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,669,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,669,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,669,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,669,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,669,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,669,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Atlanta Dream @ Dallas Wings,669,[],[],,Rhyne Howard,AMBIGUOUS_OR_MISSING
,,671,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,671,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,671,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,671,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,671,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,671,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,671,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,New York Liberty @ Los Angeles Sparks,671,[],[],,Sabrina Ionescu,AMBIGUOUS_OR_MISSING
,,672,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,672,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,672,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,672,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,672,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,672,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,672,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Atlanta Dream @ Dallas Wings,672,[],[],,Rhyne Howard,AMBIGUOUS_OR_MISSING
,,673,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,673,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,673,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,673,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,673,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,673,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,673,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Atlanta Dream @ Dallas Wings,673,[],[],,Rhyne Howard,AMBIGUOUS_OR_MISSING
,,674,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,674,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,674,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,674,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,674,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,674,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,674,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Toronto Tempo @ Minnesota Lynx,674,[],[],,Kayla McBride,AMBIGUOUS_OR_MISSING
,,675,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,675,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,675,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,675,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,675,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,675,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,675,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Atlanta Dream @ Dallas Wings,675,[],[],,Rhyne Howard,AMBIGUOUS_OR_MISSING
,,676,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,676,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,676,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,676,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,676,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,676,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,676,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,New York Liberty @ Los Angeles Sparks,676,[],[],,Sabrina Ionescu,AMBIGUOUS_OR_MISSING
,,678,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,678,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,678,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,678,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,678,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,678,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,678,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Indiana Fever @ Seattle Storm,678,[],[],,Aliyah Boston,AMBIGUOUS_OR_MISSING
,,679,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,679,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,679,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,679,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,679,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,679,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,679,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Indiana Fever @ Seattle Storm,679,[],[],,Natisha Hiedeman,AMBIGUOUS_OR_MISSING
,,680,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,680,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,680,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,680,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,680,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,680,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,680,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Toronto Tempo @ Minnesota Lynx,680,[],[],,Olivia Miles,AMBIGUOUS_OR_MISSING
,,681,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,681,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,681,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,681,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,681,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,681,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,681,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
2026-07-26,Portland Fire @ Las Vegas Aces,681,[],[],,NaLyssa Smith,AMBIGUOUS_OR_MISSING
,,682,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,682,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,682,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,682,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,682,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,682,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,682,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Indiana Fever @ Seattle Storm,682,[],[],,Natisha Hiedeman,AMBIGUOUS_OR_MISSING
,,683,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,683,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,683,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
,,683,,,2026-07-24: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260724,,FETCH_ERROR
,,683,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,683,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,683,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
2026-07-25,Golden State Valkyries @ Phoenix Mercury,683,[],[],,Kahleah Copper,AMBIGUOUS_OR_MISSING
,,684,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,684,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,684,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,684,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,684,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,684,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,684,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Indiana Fever @ Seattle Storm,684,[],[],,Natisha Hiedeman,AMBIGUOUS_OR_MISSING
,,685,,,2026-07-28: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260728,,FETCH_ERROR
,,685,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,685,,,2026-07-26: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260726,,FETCH_ERROR
,,685,,,2026-07-27: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260727,,FETCH_ERROR
,,685,,,2026-07-29: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260729,,FETCH_ERROR
,,685,,,2026-07-30: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260730,,FETCH_ERROR
,,685,,,2026-07-31: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260731,,FETCH_ERROR
2026-07-28,Indiana Fever @ Seattle Storm,685,[],[],,Natisha Hiedeman,AMBIGUOUS_OR_MISSING
,,686,,,2026-07-25: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260725,,FETCH_ERROR
,,686,,,2026-07-22: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260722,,FETCH_ERROR
,,686,,,2026-07-23: 403 Client Error: Forbidden for url: https://site.api.espn.com/apis/site/v2/sports/basketball/wnba/scoreboard?dates=20260723,,FETCH_ERROR
