archive_date,player,archive_game,archive_away,archive_home,classification,warehouse_date,warehouse_game,warehouse_away,warehouse_home,warehouse_game_id,candidate_dates,note,outcome,actual_source
2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Sonia Citron,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-20,Mystics @ Valkyries,washington mystics,golden state valkyries,401857084,,,WIN,player_game_log_warehouse
2026-07-19,Nneka Ogwumike,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,WIN,player_game_log_warehouse
2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,LOSS,player_game_log_warehouse
2026-07-20,A'ja Wilson,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,LOSS,player_game_log_warehouse
2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,WIN,player_game_log_warehouse
2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,LOSS,player_game_log_warehouse
2026-07-20,Lauren Betts,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-20,Mystics @ Valkyries,washington mystics,golden state valkyries,401857084,,,LOSS,player_game_log_warehouse
2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Flau'jae Johnson,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,LOSS,player_game_log_warehouse
2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-20,Shakira Austin,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-20,Mystics @ Valkyries,washington mystics,golden state valkyries,401857084,,,WIN,player_game_log_warehouse
2026-07-20,Shakira Austin,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-20,Mystics @ Valkyries,washington mystics,golden state valkyries,401857084,,,WIN,player_game_log_warehouse
2026-07-19,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sun @ Mercury | Connecticut Sun @ Phoenix Mercury,WIN,player_game_log_warehouse
2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Nia Coffey,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,LOSS,player_game_log_warehouse
2026-07-20,Kayla McBride,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Sabrina Ionescu,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,LOSS,player_game_log_warehouse
2026-07-20,Sonia Citron,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-20,Mystics @ Valkyries,washington mystics,golden state valkyries,401857084,,,WIN,player_game_log_warehouse
2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,LOSS,player_game_log_warehouse
2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sun @ Mercury | Connecticut Sun @ Phoenix Mercury,WIN,player_game_log_warehouse
2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-19,Dearica Hamby,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Sonia Citron,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-20,Mystics @ Valkyries,washington mystics,golden state valkyries,401857084,,,WIN,player_game_log_warehouse
2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,LOSS,player_game_log_warehouse
2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,WIN,player_game_log_warehouse
2026-07-20,Chelsea Gray,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,WIN,player_game_log_warehouse
2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,LOSS,player_game_log_warehouse
2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sun @ Mercury | Connecticut Sun @ Phoenix Mercury,WIN,player_game_log_warehouse
2026-07-20,Jewell Loyd,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,WIN,player_game_log_warehouse
2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sun @ Mercury | Connecticut Sun @ Phoenix Mercury,WIN,player_game_log_warehouse
2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,LOSS,player_game_log_warehouse
2026-07-20,Jonquel Jones,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Marina Mabrey,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-20,Olivia Miles,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,LOSS,player_game_log_warehouse
2026-07-20,Jewell Loyd,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,WIN,player_game_log_warehouse
2026-07-20,Jewell Loyd,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-20,Flau'jae Johnson,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-20,Lynx @ Storm,minnesota lynx,seattle storm,401857085,,,LOSS,player_game_log_warehouse
2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sparks @ Wings | Los Angeles Sparks @ Dallas Wings,WIN,player_game_log_warehouse
2026-07-19,Brittney Griner,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,SAME_DATE_DIFFERENT_MATCHUP,,,,,,,Sun @ Mercury | Connecticut Sun @ Phoenix Mercury,WIN,player_game_log_warehouse
2026-07-20,NaLyssa Smith,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,WIN,player_game_log_warehouse
2026-07-20,Jonquel Jones,New York Liberty @ Dallas Wings,new york liberty,dallas wings,EXACT_MATCH,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,,,WIN,player_game_log_warehouse
2026-07-20,Isabelle Harrison,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-20,Julie Allemand,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,WIN,player_game_log_warehouse
2026-07-20,Isabelle Harrison,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-20,Isabelle Harrison,Las Vegas Aces @ Toronto Tempo,las vegas aces,toronto tempo,EXACT_MATCH,2026-07-20,Aces @ Tempo,las vegas aces,toronto tempo,401857083,,,LOSS,player_game_log_warehouse
2026-07-21,Kayla McBride,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,WIN,player_game_log_warehouse
2026-07-21,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,LOSS,player_game_log_warehouse
2026-07-22,Sonia Citron,Las Vegas Aces @ Washington Mystics,las vegas aces,washington mystics,EXACT_MATCH,2026-07-22,Las Vegas Aces @ Washington Mystics,las vegas aces,washington mystics,,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Dearica Hamby,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,LOSS,player_game_log_warehouse
2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-21,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-21,Courtney Williams,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Paige Bueckers,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,NaLyssa Smith,Las Vegas Aces @ Washington Mystics,las vegas aces,washington mystics,EXACT_MATCH,2026-07-22,Las Vegas Aces @ Washington Mystics,las vegas aces,washington mystics,,,,WIN,player_game_log_warehouse
2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,LOSS,player_game_log_warehouse
2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,WIN,player_game_log_warehouse
2026-07-21,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-21,Kayla McBride,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,WIN,player_game_log_warehouse
2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,LOSS,player_game_log_warehouse
2026-07-21,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,WIN,player_game_log_warehouse
2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,LOSS,player_game_log_warehouse
2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,LOSS,player_game_log_warehouse
2026-07-21,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,LOSS,player_game_log_warehouse
2026-07-21,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,LOSS,player_game_log_warehouse
2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,LOSS,player_game_log_warehouse
2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-21,Courtney Williams,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,REPEATED_MATCHUP_DATE_AMBIGUOUS,,,,,,2026-07-20|2026-07-22,,PENDING,
2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-22,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,,,,LOSS,player_game_log_warehouse
2026-07-22,Kayla McBride,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-22,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,,,,WIN,player_game_log_warehouse
2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,WIN,player_game_log_warehouse
2026-07-22,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,EXACT_MATCH,2026-07-22,Phoenix Mercury @ Los Angeles Sparks,phoenix mercury,los angeles sparks,,,,WIN,player_game_log_warehouse
2026-07-22,Natasha Howard,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-22,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,,,,LOSS,player_game_log_warehouse
2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,EXACT_MATCH,2026-07-22,Minnesota Lynx @ Seattle Storm,minnesota lynx,seattle storm,,,,WIN,player_game_log_warehouse
2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,connecticut sun,indiana fever,EXACT_MATCH,2026-07-22,Sun @ Fever,connecticut sun,indiana fever,401857090,,,LOSS,player_game_log_warehouse
2026-07-22,Sonia Citron,Las Vegas Aces @ Washington Mystics,las vegas aces,washington mystics,EXACT_MATCH,2026-07-22,Las Vegas Aces @ Washington Mystics,las vegas aces,washington mystics,,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,chicago sky,new york liberty,EXACT_MATCH,2026-07-22,Sky @ Liberty,chicago sky,new york liberty,401857088,,,WIN,player_game_log_warehouse
2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,dallas wings,portland fire,EXACT_MATCH,2026-07-22,Wings @ Fire,dallas wings,portland fire,401857091,,,WIN,player_game_log_warehouse
