archive_date,player,archive_game,archive_away,archive_home,classification,warehouse_date,warehouse_game,warehouse_away,warehouse_home,warehouse_game_id,candidate_dates,note,outcome,actual_source
2026-07-15,Awa Fam,Seattle Storm @ Chicago Sky,seattle storm,chicago sky,EXACT_MATCH,2026-07-15,Storm @ Sky,seattle storm,chicago sky,401857068,,,LOSS,player_game_log_warehouse
2026-07-16,Shakira Austin,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,LOSS,player_game_log_warehouse
2026-07-15,Dominique Malonga,Seattle Storm @ Chicago Sky,seattle storm,chicago sky,EXACT_MATCH,2026-07-15,Storm @ Sky,seattle storm,chicago sky,401857068,,,LOSS,player_game_log_warehouse
2026-07-15,Nneka Ogwumike,Los Angeles Sparks @ Minnesota Lynx,los angeles sparks,minnesota lynx,EXACT_MATCH,2026-07-15,Sparks @ Lynx,los angeles sparks,minnesota lynx,401857069,,,WIN,player_game_log_warehouse
2026-07-15,Ariel Atkins,Los Angeles Sparks @ Minnesota Lynx,los angeles sparks,minnesota lynx,EXACT_MATCH,2026-07-15,Sparks @ Lynx,los angeles sparks,minnesota lynx,401857069,,,LOSS,player_game_log_warehouse
2026-07-15,Paige Bueckers,New York Liberty @ Dallas Wings,new york liberty,dallas wings,NO_COMPLETED_GAME_ON_ARCHIVE_DATE,,,,,,,,PENDING,
2026-07-15,Kamilla Cardoso,Seattle Storm @ Chicago Sky,seattle storm,chicago sky,NO_COMPLETED_GAME_ON_ARCHIVE_DATE,,,,,,,,PENDING,
2026-07-15,Kamilla Cardoso,Seattle Storm @ Chicago Sky,seattle storm,chicago sky,NO_COMPLETED_GAME_ON_ARCHIVE_DATE,,,,,,,,PENDING,
2026-07-15,Kayla McBride,Los Angeles Sparks @ Minnesota Lynx,los angeles sparks,minnesota lynx,EXACT_MATCH,2026-07-15,Sparks @ Lynx,los angeles sparks,minnesota lynx,401857069,,,LOSS,player_game_log_warehouse
2026-07-17,Monique Akoa Makani,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-17,Isabelle Harrison,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Kelsey Mitchell,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,WIN,player_game_log_warehouse
2026-07-17,Kelsey Mitchell,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Lexie Hull,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,WIN,player_game_log_warehouse
2026-07-16,Shakira Austin,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,LOSS,player_game_log_warehouse
2026-07-17,Natisha Hiedeman,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-16,Sabrina Ionescu,New York Liberty @ Dallas Wings,new york liberty,dallas wings,DATE_SHIFT_UNIQUE_MATCHUP,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,2026-07-20,,WIN,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-16,Shakira Austin,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,LOSS,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-16,Shakira Austin,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,LOSS,player_game_log_warehouse
2026-07-16,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,DATE_SHIFT_UNIQUE_MATCHUP,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,2026-07-20,,LOSS,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-16,Azzi Fudd,New York Liberty @ Dallas Wings,new york liberty,dallas wings,DATE_SHIFT_UNIQUE_MATCHUP,2026-07-20,Liberty @ Wings,new york liberty,dallas wings,401892393,2026-07-20,,LOSS,player_game_log_warehouse
2026-07-17,Dominique Malonga,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Angel Reese,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Dearica Hamby,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Natasha Cloud,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Laura Juskaite,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-16,Shakira Austin,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,LOSS,player_game_log_warehouse
2026-07-17,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-16,Georgia Amoore,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,WIN,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-16,Paige Bueckers,New York Liberty @ Dallas Wings,new york liberty,dallas wings,NO_COMPLETED_GAME_ON_ARCHIVE_DATE,,,,,,,,PENDING,
2026-07-17,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,LOSS,player_game_log_warehouse
2026-07-17,Monique Billings,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,WIN,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-16,Sarah Ashlee Barker,Portland Fire @ Washington Mystics,portland fire,washington mystics,EXACT_MATCH,2026-07-16,Portland Fire @ Washington Mystics,portland fire,washington mystics,,,,LOSS,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Monique Akoa Makani,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-17,Monique Akoa Makani,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-17,Kelsey Mitchell,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,WIN,player_game_log_warehouse
2026-07-17,Kelsey Mitchell,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Sydney Taylor,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Kahleah Copper,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-17,Natisha Hiedeman,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Naz Hillmon,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,LOSS,player_game_log_warehouse
2026-07-17,Natasha Cloud,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-18,Courtney Williams,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Natasha Cloud,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Monique Billings,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,WIN,player_game_log_warehouse
2026-07-18,Gabby Williams,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-18,Mystics @ Valkyries,washington mystics,golden state valkyries,401857079,,,WIN,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Dominique Malonga,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Allisha Gray,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Courtney Vandersloot,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Nneka Ogwumike,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Natasha Cloud,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Dearica Hamby,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-18,Sabrina Ionescu,New York Liberty @ Indiana Fever,new york liberty,indiana fever,EXACT_MATCH,2026-07-18,Liberty @ Fever,new york liberty,indiana fever,401857077,,,LOSS,player_game_log_warehouse
2026-07-18,Janelle Salaun,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-18,Mystics @ Valkyries,washington mystics,golden state valkyries,401857079,,,LOSS,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Rhyne Howard,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-18,Georgia Amoore,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-18,Mystics @ Valkyries,washington mystics,golden state valkyries,401857079,,,LOSS,player_game_log_warehouse
2026-07-17,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,WIN,player_game_log_warehouse
2026-07-18,Georgia Amoore,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-18,Mystics @ Valkyries,washington mystics,golden state valkyries,401857079,,,LOSS,player_game_log_warehouse
2026-07-17,Nyara Sabally,Atlanta Dream @ Toronto Tempo,atlanta dream,toronto tempo,EXACT_MATCH,2026-07-17,Dream @ Tempo,atlanta dream,toronto tempo,401857074,,,WIN,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Charlisse Leger-Walker,Connecticut Sun @ Phoenix Mercury,connecticut sun,phoenix mercury,EXACT_MATCH,2026-07-17,Sun @ Mercury,connecticut sun,phoenix mercury,401857076,,,LOSS,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,LOSS,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Kamilla Cardoso,Los Angeles Sparks @ Chicago Sky,los angeles sparks,chicago sky,EXACT_MATCH,2026-07-17,Sparks @ Sky,los angeles sparks,chicago sky,401857075,,,WIN,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-18,Veronica Burton,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-18,Mystics @ Valkyries,washington mystics,golden state valkyries,401857079,,,WIN,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-17,Caitlin Clark,Seattle Storm @ Indiana Fever,seattle storm,indiana fever,EXACT_MATCH,2026-07-17,Storm @ Fever,seattle storm,indiana fever,401857073,,,LOSS,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Serah Williams,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kelsey Mitchell,New York Liberty @ Indiana Fever,new york liberty,indiana fever,EXACT_MATCH,2026-07-18,Liberty @ Fever,new york liberty,indiana fever,401857077,,,WIN,player_game_log_warehouse
2026-07-18,Kelsey Mitchell,New York Liberty @ Indiana Fever,new york liberty,indiana fever,EXACT_MATCH,2026-07-18,Liberty @ Fever,new york liberty,indiana fever,401857077,,,LOSS,player_game_log_warehouse
2026-07-18,Nia Coffey,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Nia Coffey,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Kayla McBride,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
2026-07-18,Gabby Williams,Washington Mystics @ Golden State Valkyries,washington mystics,golden state valkyries,EXACT_MATCH,2026-07-18,Mystics @ Valkyries,washington mystics,golden state valkyries,401857079,,,LOSS,player_game_log_warehouse
2026-07-18,Sabrina Ionescu,New York Liberty @ Indiana Fever,new york liberty,indiana fever,EXACT_MATCH,2026-07-18,Liberty @ Fever,new york liberty,indiana fever,401857077,,,WIN,player_game_log_warehouse
2026-07-19,Naz Hillmon,Chicago Sky @ Atlanta Dream,chicago sky,atlanta dream,EXACT_MATCH,2026-07-19,Sky @ Dream,chicago sky,atlanta dream,401857081,,,WIN,player_game_log_warehouse
2026-07-19,Natasha Cloud,Chicago Sky @ Atlanta Dream,chicago sky,atlanta dream,EXACT_MATCH,2026-07-19,Sky @ Dream,chicago sky,atlanta dream,401857081,,,WIN,player_game_log_warehouse
2026-07-19,Sydney Taylor,Chicago Sky @ Atlanta Dream,chicago sky,atlanta dream,EXACT_MATCH,2026-07-19,Sky @ Dream,chicago sky,atlanta dream,401857081,,,LOSS,player_game_log_warehouse
2026-07-19,Natasha Cloud,Chicago Sky @ Atlanta Dream,chicago sky,atlanta dream,EXACT_MATCH,2026-07-19,Sky @ Dream,chicago sky,atlanta dream,401857081,,,WIN,player_game_log_warehouse
2026-07-18,Olivia Miles,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,LOSS,player_game_log_warehouse
2026-07-19,Natasha Cloud,Chicago Sky @ Atlanta Dream,chicago sky,atlanta dream,EXACT_MATCH,2026-07-19,Sky @ Dream,chicago sky,atlanta dream,401857081,,,WIN,player_game_log_warehouse
2026-07-18,Nia Coffey,Portland Fire @ Minnesota Lynx,portland fire,minnesota lynx,EXACT_MATCH,2026-07-18,Fire @ Lynx,portland fire,minnesota lynx,401857078,,,WIN,player_game_log_warehouse
