date,player,game,market,side,line,odds,v5_probability,market_probability,edge,expected_value,movement,steam,reverse_move,injury_status,decision_state
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,AST,OVER,6.5,-120.0,,0.5454545454545454,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,AST,UNDER,6.5,-104.0,,0.5098039215686274,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PA,OVER,18.5,-117.0,,0.5391705069124424,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PA,OVER,19.5,100.0,,0.5,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PA,UNDER,18.5,-116.0,,0.5370370370370371,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PA,UNDER,19.5,-132.0,,0.5689655172413793,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PR,OVER,14.5,-131.0,,0.5670995670995671,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PR,OVER,15.5,-114.0,,0.5327102803738317,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PR,UNDER,14.5,-104.0,,0.5098039215686274,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PR,UNDER,15.5,-114.0,,0.5327102803738317,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PRA,OVER,21.5,-127.0,,0.5594713656387665,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PRA,OVER,22.5,-107.0,,0.5169082125603864,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,21.5,-107.0,,0.5169082125603864,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,22.5,-116.0,,0.5370370370370371,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PTS,OVER,11.5,-121.0,,0.5475113122171946,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PTS,OVER,12.5,102.0,,0.49504950495049505,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,11.5,-109.0,,0.5215311004784688,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,12.5,-129.0,,0.5633187772925764,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,RA,OVER,9.5,-136.0,,0.576271186440678,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,RA,OVER,10.5,112.0,,0.4716981132075472,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,RA,UNDER,9.5,100.0,,0.5,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,RA,UNDER,10.5,-148.0,,0.5967741935483871,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,REB,OVER,3.5,125.0,,0.4444444444444444,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Chelsea Gray,Connecticut Sun @ Las Vegas Aces,REB,UNDER,3.5,-150.0,,0.6,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,3PM,OVER,1.5,103.0,,0.49261083743842365,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,3PM,UNDER,1.5,-131.0,,0.5670995670995671,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PA,OVER,13.5,-104.0,,0.5098039215686274,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PA,UNDER,13.5,-131.0,,0.5670995670995671,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PR,OVER,15.5,-116.0,,0.5370370370370371,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PR,UNDER,15.5,-117.0,,0.5391705069124424,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PRA,OVER,16.5,-119.0,,0.54337899543379,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PRA,OVER,17.5,-104.0,,0.5098039215686274,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,16.5,-109.0,,0.5215311004784688,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,17.5,-130.0,,0.5652173913043478,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PTS,OVER,11.5,-119.0,,0.54337899543379,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PTS,OVER,12.5,102.0,,0.49504950495049505,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,11.5,100.0,,0.5,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,RA,OVER,5.5,107.0,,0.4830917874396135,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,RA,UNDER,5.5,-146.0,,0.5934959349593496,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,REB,OVER,3.5,-127.0,,0.5594713656387665,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Diamond Miller,Connecticut Sun @ Las Vegas Aces,REB,UNDER,3.5,100.0,,0.5,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,3PM,OVER,2.5,132.0,,0.43103448275862066,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,3PM,UNDER,2.5,-162.0,,0.6183206106870229,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,AST,OVER,6.5,-121.0,,0.5475113122171946,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,AST,UNDER,6.5,110.0,,0.47619047619047616,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PA,OVER,26.5,-110.0,,0.5238095238095238,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PA,UNDER,26.5,-110.0,,0.5238095238095238,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PR,OVER,23.5,-125.0,,0.5555555555555556,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PR,UNDER,23.5,-106.0,,0.5145631067961165,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PRA,OVER,30.5,-120.0,,0.5454545454545454,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PRA,OVER,31.5,-112.0,,0.5283018867924528,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,30.5,-102.0,,0.504950495049505,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PTS,OVER,19.5,-113.0,,0.5305164319248826,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PTS,OVER,20.5,-106.0,,0.5145631067961165,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PTS,OVER,21.5,112.0,,0.4716981132075472,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,19.5,-110.0,,0.5238095238095238,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,RA,OVER,10.5,-132.0,,0.5689655172413793,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,RA,OVER,11.5,108.0,,0.4807692307692308,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,RA,UNDER,10.5,-103.0,,0.5073891625615764,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,RA,UNDER,11.5,-144.0,,0.5901639344262295,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,REB,OVER,4.5,128.0,0.61972,0.43859649122807015,0.1811235087719299,0.41296160000000015,0.0,False,False,SPECULATIVE,BUY_NOW
2026-08-20,Jackie Young,Connecticut Sun @ Las Vegas Aces,REB,UNDER,4.5,-160.0,0.457657,0.6153846153846154,-0.15772761538461544,-0.256307375,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,3PM,OVER,1.5,118.0,,0.45871559633027525,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,3PM,UNDER,1.5,-147.0,,0.5951417004048583,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PA,OVER,9.5,-103.0,,0.5073891625615764,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PA,UNDER,9.5,-131.0,,0.5670995670995671,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PR,OVER,10.5,-107.0,,0.5169082125603864,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PR,UNDER,10.5,-127.0,,0.5594713656387665,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PRA,OVER,11.5,-119.0,,0.54337899543379,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,11.5,-109.0,,0.5215311004784688,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PTS,OVER,7.5,-124.0,,0.5535714285714286,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PTS,OVER,8.5,110.0,,0.47619047619047616,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,7.5,-103.0,,0.5073891625615764,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,8.5,-143.0,,0.588477366255144,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,REB,OVER,2.5,109.0,,0.4784688995215311,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Jewell Loyd,Connecticut Sun @ Las Vegas Aces,REB,UNDER,2.5,-140.0,,0.5833333333333334,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,3PM,OVER,1.5,149.0,,0.40160642570281124,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,3PM,UNDER,1.5,-191.0,,0.6563573883161512,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,AST,OVER,4.5,-143.0,,0.588477366255144,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,AST,UNDER,4.5,116.0,,0.46296296296296297,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PA,OVER,16.5,-102.0,,0.504950495049505,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PA,UNDER,16.5,-124.0,,0.5535714285714286,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PR,OVER,13.5,-132.0,,0.5689655172413793,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PR,OVER,14.5,-104.0,,0.5098039215686274,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PR,UNDER,13.5,100.0,,0.5,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PR,UNDER,14.5,-131.0,,0.5670995670995671,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PRA,OVER,19.5,100.0,,0.5,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,19.5,-122.0,,0.5495495495495496,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PTS,OVER,10.5,-132.0,,0.5689655172413793,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PTS,OVER,11.5,106.0,,0.4854368932038835,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,10.5,-101.0,,0.5024875621890548,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,11.5,-130.0,,0.5652173913043478,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,RA,OVER,7.5,-144.0,,0.5901639344262295,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,RA,UNDER,7.5,109.0,,0.4784688995215311,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,REB,OVER,2.5,-154.0,,0.6062992125984252,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,Leïla Lacan,Connecticut Sun @ Las Vegas Aces,REB,UNDER,2.5,120.0,,0.45454545454545453,,,0.0,False,False,ACTIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PA,OVER,12.5,-111.0,,0.5260663507109005,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PA,UNDER,12.5,-122.0,,0.5495495495495496,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PR,OVER,18.5,-118.0,,0.5412844036697247,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PR,UNDER,18.5,-112.0,,0.5283018867924528,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PRA,OVER,19.5,-112.0,,0.5283018867924528,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,19.5,-115.0,,0.5348837209302325,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PTS,OVER,11.5,-110.0,,0.5238095238095238,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PTS,OVER,12.5,112.0,,0.4716981132075472,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,11.5,-116.0,,0.5370370370370371,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,RA,OVER,7.5,-142.0,,0.5867768595041323,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,RA,UNDER,7.5,104.0,,0.49019607843137253,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,REB,OVER,6.5,-143.0,0.565061,0.588477366255144,-0.023416366255143983,-0.03979144755244751,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,REB,OVER,7.5,100.0,0.565061,0.5,0.06506100000000004,0.13012200000000007,0.0,False,False,SPECULATIVE,BUY_NOW
2026-08-20,NaLyssa Smith,Connecticut Sun @ Las Vegas Aces,REB,UNDER,6.5,114.0,0.735616,0.4672897196261682,0.2683262803738318,0.57421824,0.0,False,False,SPECULATIVE,BUY_NOW
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,AST,OVER,1.5,-107.0,,0.5169082125603864,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PA,OVER,15.5,-108.0,,0.5192307692307693,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PA,UNDER,15.5,-126.0,,0.5575221238938053,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PR,OVER,22.5,-118.0,,0.5412844036697247,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PR,UNDER,22.5,-112.0,,0.5283018867924528,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PRA,OVER,24.5,-108.0,,0.5192307692307693,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PRA,UNDER,24.5,-118.0,,0.5412844036697247,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PTS,OVER,13.5,-112.0,,0.5283018867924528,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PTS,OVER,14.5,108.0,,0.4807692307692308,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,PTS,UNDER,13.5,-114.0,,0.5327102803738317,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,RA,OVER,10.5,-122.0,,0.5495495495495496,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,RA,UNDER,10.5,-111.0,,0.5260663507109005,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,REB,OVER,8.5,-129.0,,0.5633187772925764,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Olivia Nelson-Ododa,Connecticut Sun @ Las Vegas Aces,REB,UNDER,8.5,106.0,,0.4854368932038835,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,3PM,OVER,1.5,142.0,,0.4132231404958678,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,3PM,UNDER,1.5,-182.0,,0.6453900709219859,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PA,OVER,12.5,-104.0,,0.5098039215686274,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PA,UNDER,12.5,-130.0,,0.5652173913043478,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PR,OVER,16.5,-110.0,,0.5238095238095238,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PR,UNDER,16.5,-120.0,,0.5454545454545454,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PRA,OVER,18.5,-105.0,,0.5121951219512195,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PRA,UNDER,18.5,-123.0,,0.5515695067264574,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PTS,OVER,10.5,-109.0,,0.5215311004784688,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PTS,OVER,11.5,108.0,,0.4807692307692308,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,PTS,UNDER,10.5,-115.0,,0.5348837209302325,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,RA,OVER,7.5,-128.0,,0.5614035087719298,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,RA,UNDER,7.5,-106.0,,0.5145631067961165,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,REB,OVER,5.5,-132.0,,0.5689655172413793,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,REB,OVER,6.5,115.0,,0.46511627906976744,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Alanna Smith,Indiana Fever @ Dallas Wings,REB,UNDER,5.5,102.0,,0.49504950495049505,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,3PM,OVER,0.5,-208.0,0.631215,0.6753246753246753,-0.04410967532467536,-0.06531625000000002,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,3PM,UNDER,0.5,151.0,0.341774,0.398406374501992,-0.05663237450199199,-0.1421472599999999,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,AST,OVER,2.5,-147.0,,0.5951417004048583,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,AST,UNDER,2.5,118.0,,0.45871559633027525,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PA,OVER,19.5,-122.0,,0.5495495495495496,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PA,UNDER,19.5,-110.0,,0.5238095238095238,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PR,OVER,25.5,-118.0,0.497803,0.5412844036697247,-0.04348140366972475,-0.08033005084745765,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PR,UNDER,25.5,-112.0,0.458821,0.5283018867924528,-0.06948088679245285,-0.13151739285714292,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PRA,OVER,28.5,-122.0,,0.5495495495495496,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PRA,UNDER,28.5,-104.0,,0.5098039215686274,,,0.0,False,False,SPECULATIVE,UNSCORED
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PTS,OVER,15.5,-148.0,0.411288,0.5967741935483871,-0.18548619354838713,-0.3108147027027027,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PTS,OVER,16.5,-114.0,0.411288,0.5327102803738317,-0.12142228037383174,-0.22793305263157898,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PTS,OVER,17.5,107.0,0.411288,0.4830917874396135,-0.07180378743961352,-0.14863384000000002,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,PTS,UNDER,16.5,-112.0,0.424368,0.5283018867924528,-0.1039338867924528,-0.1967319999999999,0.0,False,False,SPECULATIVE,REMOVE
2026-08-20,Aliyah Boston,Indiana Fever @ Dallas Wings,RA,OVER,11.5,-128.0,0.195885,0.5614035087719298,-0.3655185087719298,-0.65107984375,0.0,False,False,SPECULATIVE,REMOVE
