archive_index,game_date,game_id,player,stat,side,alt_line,american_odds,market_implied_probability,model_score,score_band,prior_games,prior_actual_mean,prior_actual_std,prior_actual_min,prior_actual_max,rolling3_actual_mean,rolling5_actual_mean,rolling10_actual_mean,rolling5_actual_std,rolling10_actual_std,rolling5_trend_slope,rolling10_trend_slope,line_minus_prior_mean,historical_hit_rate_at_current_line,historical_hit_rate_l5_at_current_line,historical_hit_rate_l10_at_current_line,target_actual,target_win,canonical_outcome,certification
166,2026-07-14,401857066,Bridget Carleton,PTS,UNDER,16.5,-115.0,0.5348837209302325,,UNKNOWN,0,,,,,,,,,,,,,,,,12.0,1,WIN,PRIMARY_CERTIFIED
161,2026-07-14,401857066,Bridget Carleton,PTS,UNDER,17.5,-108.0,0.5192307692307693,,UNKNOWN,0,,,,,,,,,,,,,,,,12.0,1,WIN,PRIMARY_CERTIFIED
160,2026-07-14,401857066,Brittney Griner,AST,UNDER,3.5,130.0,0.43478260869565216,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,0,LOSS,PRIMARY_CERTIFIED
152,2026-07-14,401857066,Brittney Griner,AST,UNDER,4.5,-195.0,0.6610169491525424,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,0,LOSS,PRIMARY_CERTIFIED
90,2026-07-14,401857066,Carla Leite,REB,OVER,2.5,35.67,0.7370826269624824,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,0,LOSS,PRIMARY_CERTIFIED
124,2026-07-14,401857066,Carla Leite,REB,OVER,2.5,36.0,0.7352941176470589,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,0,LOSS,PRIMARY_CERTIFIED
146,2026-07-14,401857066,Carla Leite,REB,OVER,2.5,52.0,0.6578947368421053,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,0,LOSS,PRIMARY_CERTIFIED
195,2026-07-14,401857066,Charlisse Leger-Walker,AST,UNDER,3.5,21.67,0.8218952905399852,,UNKNOWN,0,,,,,,,,,,,,,,,,7.0,0,LOSS,PRIMARY_CERTIFIED
190,2026-07-14,401857066,Charlisse Leger-Walker,PA,UNDER,12.5,-110.0,0.5238095238095238,,UNKNOWN,0,,,,,,,,,,,,,,,,11.0,1,WIN,PRIMARY_CERTIFIED
150,2026-07-14,401857066,Emily Engstler,3PM,OVER,0.5,-222.0,0.6894409937888198,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
103,2026-07-14,401857066,Emily Engstler,REB,OVER,5.5,-145.25,0.5922528032619776,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,1,WIN,PRIMARY_CERTIFIED
138,2026-07-14,401857066,Emily Engstler,REB,OVER,5.5,-144.4,0.5908346972176759,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,1,WIN,PRIMARY_CERTIFIED
171,2026-07-14,401857066,Olivia Nelson-Ododa,PR,UNDER,20.5,-120.0,0.5454545454545454,,UNKNOWN,0,,,,,,,,,,,,,,,,22.0,0,LOSS,PRIMARY_CERTIFIED
162,2026-07-14,401857066,Olivia Nelson-Ododa,REB,UNDER,8.5,-122.5,0.550561797752809,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,1,WIN,PRIMARY_CERTIFIED
151,2026-07-14,401857066,Sarah Ashlee Barker,3PM,UNDER,1.5,-205.25,0.6723996723996724,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
196,2026-07-14,401857066,Sarah Ashlee Barker,3PM,UNDER,1.5,-209.0,0.6763754045307443,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
149,2026-07-14,401857066,Sarah Ashlee Barker,AST,OVER,2.5,-123.0,0.5515695067264574,,UNKNOWN,0,,,,,,,,,,,,,,,,2.0,0,LOSS,PRIMARY_CERTIFIED
140,2026-07-14,401857066,Sarah Ashlee Barker,REB,OVER,3.5,-164.0,0.6212121212121212,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,1,WIN,PRIMARY_CERTIFIED
144,2026-07-14,401857066,Sarah Ashlee Barker,REB,OVER,4.5,127.25,0.44004400440044006,,UNKNOWN,0,,,,,,,,,,,,,,,,5.0,1,WIN,PRIMARY_CERTIFIED
82,2026-07-14,401857067,Georgia Amoore,3PM,UNDER,1.5,-185.0,0.6491228070175439,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
116,2026-07-14,401857067,Georgia Amoore,3PM,UNDER,1.5,-192.0,0.6575342465753424,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
78,2026-07-14,401857067,Georgia Amoore,PRA,UNDER,12.5,-118.0,0.5412844036697247,,UNKNOWN,0,,,,,,,,,,,,,,,,10.0,1,WIN,PRIMARY_CERTIFIED
111,2026-07-14,401857067,Georgia Amoore,PRA,UNDER,12.5,-110.0,0.5238095238095238,,UNKNOWN,0,,,,,,,,,,,,,,,,10.0,1,WIN,PRIMARY_CERTIFIED
88,2026-07-14,401857067,Kiki Iriafen,AST,UNDER,2.5,-179.0,0.6415770609318996,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
121,2026-07-14,401857067,Kiki Iriafen,AST,UNDER,2.5,-175.0,0.6363636363636364,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
145,2026-07-14,401857067,Kiki Iriafen,AST,UNDER,2.5,-196.0,0.6621621621621622,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
81,2026-07-14,401857067,Kiki Iriafen,PRA,UNDER,27.5,-130.0,0.5652173913043478,,UNKNOWN,0,,,,,,,,,,,,,,,,40.0,0,LOSS,PRIMARY_CERTIFIED
141,2026-07-14,401857067,Kiki Iriafen,PRA,UNDER,28.5,-128.0,0.5614035087719298,,UNKNOWN,0,,,,,,,,,,,,,,,,40.0,0,LOSS,PRIMARY_CERTIFIED
91,2026-07-14,401857067,Kiki Iriafen,REB,UNDER,10.5,-125.5,0.5565410199556541,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,0.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
125,2026-07-14,401857067,Kiki Iriafen,REB,UNDER,10.5,-122.25,0.5500562429696289,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,0.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
148,2026-07-14,401857067,Kiki Iriafen,REB,UNDER,10.5,-113.5,0.531615925058548,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,0.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
193,2026-07-14,401857067,Kiki Iriafen,REB,UNDER,10.5,-113.0,0.5305164319248826,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,0.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
142,2026-07-14,401857067,Laura Juskaite,REB,UNDER,4.5,-163.0,0.6197718631178707,,UNKNOWN,0,,,,,,,,,,,,,,,,4.0,1,WIN,PRIMARY_CERTIFIED
180,2026-07-14,401857067,Laura Juskaite,REB,UNDER,4.5,-162.0,0.6183206106870229,,UNKNOWN,0,,,,,,,,,,,,,,,,4.0,1,WIN,PRIMARY_CERTIFIED
147,2026-07-14,401857067,Michaela Onyenwere,3PM,UNDER,1.5,-244.0,0.7093023255813954,,UNKNOWN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.5,1.0,1.0,1.0,2.0,0,LOSS,PRIMARY_CERTIFIED
70,2026-07-14,401857067,Shakira Austin,AST,UNDER,3.5,-192.0,0.6575342465753424,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
104,2026-07-14,401857067,Shakira Austin,AST,UNDER,3.5,-185.0,0.6491228070175439,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
174,2026-07-14,401857067,Shakira Austin,AST,UNDER,3.5,-218.0,0.6855345911949685,,UNKNOWN,0,,,,,,,,,,,,,,,,0.0,1,WIN,PRIMARY_CERTIFIED
242,2026-07-15,401857068,Awa Fam,PA,UNDER,14.5,-119.0,0.54337899543379,,UNKNOWN,0,,,,,,,,,,,,,,,,17.0,0,LOSS,PRIMARY_CERTIFIED
241,2026-07-15,401857068,Awa Fam,PR,UNDER,17.5,-109.0,0.5215311004784688,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,12.5,1.0,1.0,1.0,21.0,0,LOSS,PRIMARY_CERTIFIED
247,2026-07-15,401857068,Awa Fam,PRA,UNDER,20.5,-130.0,0.5652173913043478,,UNKNOWN,0,,,,,,,,,,,,,,,,24.0,0,LOSS,PRIMARY_CERTIFIED
238,2026-07-15,401857068,Awa Fam,PTS,UNDER,12.5,-133.0,0.5708154506437768,,UNKNOWN,0,,,,,,,,,,,,,,,,14.0,0,LOSS,PRIMARY_CERTIFIED
259,2026-07-15,401857068,Awa Fam,REB,UNDER,5.5,-121.67,0.5488789642261018,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,0.5,1.0,1.0,1.0,7.0,0,LOSS,PRIMARY_CERTIFIED
208,2026-07-15,401857068,Azura Stevens,PA,UNDER,16.5,-132.0,0.5689655172413793,,UNKNOWN,1,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,14.5,1.0,1.0,1.0,24.0,0,LOSS,PRIMARY_CERTIFIED
214,2026-07-15,401857068,Azura Stevens,PR,UNDER,21.5,-121.0,0.5475113122171946,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,17.5,1.0,1.0,1.0,28.0,0,LOSS,PRIMARY_CERTIFIED
226,2026-07-15,401857068,Azura Stevens,PRA,UNDER,23.5,-108.0,0.5192307692307693,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,19.5,1.0,1.0,1.0,32.0,0,LOSS,PRIMARY_CERTIFIED
212,2026-07-15,401857068,Azura Stevens,PRA,UNDER,24.5,-118.0,0.5412844036697247,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,20.5,1.0,1.0,1.0,32.0,0,LOSS,PRIMARY_CERTIFIED
204,2026-07-15,401857068,Azura Stevens,PTS,UNDER,13.5,-130.33,0.5658403160682499,,UNKNOWN,1,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,11.5,1.0,1.0,1.0,20.0,0,LOSS,PRIMARY_CERTIFIED
235,2026-07-15,401857068,Courtney Vandersloot,PA,UNDER,13.5,-114.0,0.5327102803738317,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,8.5,1.0,1.0,1.0,14.0,0,LOSS,PRIMARY_CERTIFIED
236,2026-07-15,401857068,Courtney Vandersloot,PRA,UNDER,16.5,-120.0,0.5454545454545454,,UNKNOWN,0,,,,,,,,,,,,,,,,15.0,1,WIN,PRIMARY_CERTIFIED
248,2026-07-15,401857068,Courtney Vandersloot,PTS,UNDER,8.5,-104.0,0.5098039215686274,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,4.5,1.0,1.0,1.0,8.0,1,WIN,PRIMARY_CERTIFIED
239,2026-07-15,401857068,Courtney Vandersloot,PTS,UNDER,9.5,-154.0,0.6062992125984252,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,5.5,1.0,1.0,1.0,8.0,1,WIN,PRIMARY_CERTIFIED
240,2026-07-15,401857068,Dominique Malonga,PA,UNDER,19.5,-125.0,0.5555555555555556,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,14.5,1.0,1.0,1.0,20.0,0,LOSS,PRIMARY_CERTIFIED
261,2026-07-15,401857068,Dominique Malonga,PR,UNDER,26.5,-117.0,0.5391705069124424,,UNKNOWN,1,12.0,0.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,,,14.5,1.0,1.0,1.0,28.0,0,LOSS,PRIMARY_CERTIFIED
225,2026-07-15,401857068,Dominique Malonga,PRA,UNDER,28.5,-118.0,0.5412844036697247,,UNKNOWN,1,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,,,15.5,1.0,1.0,1.0,32.0,0,LOSS,PRIMARY_CERTIFIED
246,2026-07-15,401857068,Dominique Malonga,PTS,UNDER,17.5,-121.67,0.5488789642261018,,UNKNOWN,1,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,13.5,1.0,1.0,1.0,16.0,1,WIN,PRIMARY_CERTIFIED
252,2026-07-15,401857068,Dominique Malonga,REB,UNDER,9.5,-138.67,0.581011438387732,,UNKNOWN,0,,,,,,,,,,,,,,,,12.0,0,LOSS,PRIMARY_CERTIFIED
231,2026-07-15,401857068,Flau'jae Johnson,REB,UNDER,5.5,-131.67,0.5683515345102947,,UNKNOWN,0,,,,,,,,,,,,,,,,6.0,0,LOSS,PRIMARY_CERTIFIED
210,2026-07-15,401857068,Natasha Cloud,PR,UNDER,15.5,-117.0,0.5391705069124424,,UNKNOWN,0,,,,,,,,,,,,,,,,15.0,1,WIN,PRIMARY_CERTIFIED
206,2026-07-15,401857068,Natasha Cloud,PTS,UNDER,11.5,-128.0,0.5614035087719298,,UNKNOWN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.5,1.0,1.0,1.0,13.0,0,LOSS,PRIMARY_CERTIFIED
201,2026-07-15,401857068,Natasha Cloud,REB,UNDER,4.5,-173.0,0.6336996336996337,,UNKNOWN,0,,,,,,,,,,,,,,,,2.0,1,WIN,PRIMARY_CERTIFIED
222,2026-07-15,401857068,Natisha Hiedeman,AST,UNDER,4.5,-131.67,0.5683515345102947,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,1.5,1.0,1.0,1.0,3.0,1,WIN,PRIMARY_CERTIFIED
251,2026-07-15,401857068,Natisha Hiedeman,PR,OVER,18.5,-120.0,0.5454545454545454,,UNKNOWN,1,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,,,-1.5,1.0,1.0,1.0,9.0,0,LOSS,PRIMARY_CERTIFIED
263,2026-07-15,401857069,Ariel Atkins,REB,OVER,2.5,-164.5,0.6219281663516069,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,2.0,0,LOSS,PRIMARY_CERTIFIED
170,2026-07-15,401857069,Ariel Atkins,REB,UNDER,3.5,-177.0,0.6389891696750902,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,0.5,1.0,1.0,1.0,2.0,1,WIN,PRIMARY_CERTIFIED
216,2026-07-15,401857069,Ariel Atkins,REB,UNDER,3.5,-181.0,0.6441281138790036,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,0.5,1.0,1.0,1.0,2.0,1,WIN,PRIMARY_CERTIFIED
172,2026-07-15,401857069,Courtney Williams,PA,UNDER,19.5,-108.0,0.5192307692307693,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
218,2026-07-15,401857069,Courtney Williams,PA,UNDER,19.5,-114.5,0.5337995337995338,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
165,2026-07-15,401857069,Courtney Williams,PA,UNDER,20.5,-130.0,0.5652173913043478,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
178,2026-07-15,401857069,Courtney Williams,PRA,UNDER,25.5,-125.0,0.5555555555555556,,UNKNOWN,0,,,,,,,,,,,,,,,,25.0,1,WIN,PRIMARY_CERTIFIED
229,2026-07-15,401857069,Courtney Williams,PRA,UNDER,25.5,-130.0,0.5652173913043478,,UNKNOWN,0,,,,,,,,,,,,,,,,25.0,1,WIN,PRIMARY_CERTIFIED
182,2026-07-15,401857069,Courtney Williams,PTS,UNDER,15.5,-110.5,0.5249406175771971,,UNKNOWN,0,,,,,,,,,,,,,,,,19.0,0,LOSS,PRIMARY_CERTIFIED
245,2026-07-15,401857069,Courtney Williams,PTS,UNDER,15.5,-117.0,0.5391705069124424,,UNKNOWN,0,,,,,,,,,,,,,,,,19.0,0,LOSS,PRIMARY_CERTIFIED
188,2026-07-15,401857069,Courtney Williams,RA,OVER,9.5,0.0,,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,6.0,0,LOSS,PRIMARY_CERTIFIED
258,2026-07-15,401857069,Courtney Williams,RA,OVER,9.5,-106.5,0.5157384987893463,,UNKNOWN,1,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,6.0,0,LOSS,PRIMARY_CERTIFIED
177,2026-07-15,401857069,Kayla McBride,PR,OVER,20.5,-125.0,0.5555555555555556,,UNKNOWN,1,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0,,,-22.5,1.0,1.0,1.0,25.0,1,WIN,PRIMARY_CERTIFIED
234,2026-07-15,401857069,Kayla McBride,PR,OVER,21.5,-118.5,0.5423340961098398,,UNKNOWN,1,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0,,,-21.5,1.0,1.0,1.0,25.0,1,WIN,PRIMARY_CERTIFIED
179,2026-07-15,401857069,Kayla McBride,PRA,OVER,23.5,-125.0,0.5555555555555556,,UNKNOWN,1,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0,0.0,,,-20.5,1.0,1.0,1.0,26.0,1,WIN,PRIMARY_CERTIFIED
181,2026-07-15,401857069,Kayla McBride,PRA,OVER,24.5,-105.0,0.5121951219512195,,UNKNOWN,1,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0,0.0,,,-19.5,1.0,1.0,1.0,26.0,1,WIN,PRIMARY_CERTIFIED
244,2026-07-15,401857069,Kayla McBride,PRA,OVER,24.5,-115.5,0.5359628770301624,,UNKNOWN,1,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0,0.0,,,-19.5,1.0,1.0,1.0,26.0,1,WIN,PRIMARY_CERTIFIED
158,2026-07-15,401857069,Kayla McBride,PTS,OVER,17.5,-3.0,0.02912621359223301,,UNKNOWN,1,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,,,-19.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
230,2026-07-15,401857069,Kayla McBride,PTS,OVER,18.5,-105.25,0.51278928136419,,UNKNOWN,1,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,,,-18.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
194,2026-07-15,401857069,Kayla McBride,REB,OVER,3.5,-118.5,0.5423340961098398,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,0,LOSS,PRIMARY_CERTIFIED
267,2026-07-15,401857069,Kayla McBride,REB,OVER,3.5,3.0,0.970873786407767,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,0,LOSS,PRIMARY_CERTIFIED
249,2026-07-15,401857069,Natasha Howard,PTS,UNDER,16.5,-121.67,0.5488789642261018,,UNKNOWN,0,,,,,,,,,,,,,,,,10.0,1,WIN,PRIMARY_CERTIFIED
217,2026-07-15,401857069,Nia Coffey,3PM,UNDER,1.5,-169.67,0.6291764007861461,,UNKNOWN,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.5,1.0,1.0,1.0,2.0,0,LOSS,PRIMARY_CERTIFIED
237,2026-07-15,401857069,Nia Coffey,PA,UNDER,9.5,-135.0,0.574468085106383,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,4.5,1.0,1.0,1.0,10.0,0,LOSS,PRIMARY_CERTIFIED
219,2026-07-15,401857069,Nia Coffey,PR,UNDER,12.5,-110.5,0.5249406175771971,,UNKNOWN,1,8.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,,,4.5,1.0,1.0,1.0,13.0,0,LOSS,PRIMARY_CERTIFIED
203,2026-07-15,401857069,Nia Coffey,PTS,UNDER,7.5,-133.0,0.5708154506437768,,UNKNOWN,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,2.5,1.0,1.0,1.0,8.0,0,LOSS,PRIMARY_CERTIFIED
221,2026-07-15,401857069,Nia Coffey,REB,UNDER,5.5,-126.33,0.558167277868599,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,2.5,1.0,1.0,1.0,5.0,1,WIN,PRIMARY_CERTIFIED
191,2026-07-15,401857069,Nneka Ogwumike,PA,OVER,20.5,-121.0,0.5475113122171946,,UNKNOWN,1,24.0,0.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,,,-3.5,1.0,1.0,1.0,28.0,1,WIN,PRIMARY_CERTIFIED
262,2026-07-15,401857069,Nneka Ogwumike,PA,OVER,20.5,-115.5,0.5359628770301624,,UNKNOWN,1,24.0,0.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,,,-3.5,1.0,1.0,1.0,28.0,1,WIN,PRIMARY_CERTIFIED
257,2026-07-15,401857069,Nneka Ogwumike,PRA,OVER,28.5,-126.0,0.5575221238938053,,UNKNOWN,1,29.0,0.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,40.0,1,WIN,PRIMARY_CERTIFIED
192,2026-07-15,401857069,Nneka Ogwumike,PTS,OVER,17.5,-109.0,0.5215311004784688,,UNKNOWN,1,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,,,-1.5,1.0,1.0,1.0,23.0,1,WIN,PRIMARY_CERTIFIED
256,2026-07-15,401857069,Nneka Ogwumike,PTS,OVER,17.5,-56.5,0.3610223642172524,,UNKNOWN,1,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,,,-1.5,1.0,1.0,1.0,23.0,1,WIN,PRIMARY_CERTIFIED
255,2026-07-15,401857069,Rae Burrell,3PM,OVER,1.5,61.6,0.6188118811881188,,UNKNOWN,0,,,,,,,,,,,,,,,,2.0,1,WIN,PRIMARY_CERTIFIED
197,2026-07-15,401857070,Aliyah Boston,3PM,OVER,0.5,-237.0,0.7032640949554896,,UNKNOWN,0,,,,,,,,,,,,,,,,2.0,1,WIN,PRIMARY_CERTIFIED
157,2026-07-15,401857070,Aliyah Boston,PA,OVER,17.5,-131.0,0.5670995670995671,,UNKNOWN,0,,,,,,,,,,,,,,,,16.0,0,LOSS,PRIMARY_CERTIFIED
207,2026-07-15,401857070,Aliyah Boston,PA,OVER,18.5,-122.0,0.5495495495495496,,UNKNOWN,0,,,,,,,,,,,,,,,,16.0,0,LOSS,PRIMARY_CERTIFIED
184,2026-07-15,401857070,Aliyah Boston,PR,OVER,24.5,-111.5,0.5271867612293144,,UNKNOWN,0,,,,,,,,,,,,,,,,22.0,0,LOSS,PRIMARY_CERTIFIED
253,2026-07-15,401857070,Aliyah Boston,PR,OVER,24.5,-128.0,0.5614035087719298,,UNKNOWN,0,,,,,,,,,,,,,,,,22.0,0,LOSS,PRIMARY_CERTIFIED
173,2026-07-15,401857070,Aliyah Boston,PRA,OVER,27.5,-108.0,0.5192307692307693,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
223,2026-07-15,401857070,Aliyah Boston,PRA,OVER,27.5,-129.0,0.5633187772925764,,UNKNOWN,0,,,,,,,,,,,,,,,,23.0,0,LOSS,PRIMARY_CERTIFIED
164,2026-07-15,401857070,Aliyah Boston,PTS,OVER,15.5,-104.5,0.511002444987775,,UNKNOWN,1,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,,,-3.5,1.0,1.0,1.0,15.0,0,LOSS,PRIMARY_CERTIFIED
213,2026-07-15,401857070,Aliyah Boston,PTS,OVER,15.5,-123.0,0.5515695067264574,,UNKNOWN,1,19.0,0.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,,,-3.5,1.0,1.0,1.0,15.0,0,LOSS,PRIMARY_CERTIFIED
175,2026-07-15,401857070,Aliyah Boston,REB,OVER,8.5,-132.0,0.5689655172413793,,UNKNOWN,0,,,,,,,,,,,,,,,,7.0,0,LOSS,PRIMARY_CERTIFIED
224,2026-07-15,401857070,Aliyah Boston,REB,OVER,8.5,-148.5,0.5975855130784709,,UNKNOWN,0,,,,,,,,,,,,,,,,7.0,0,LOSS,PRIMARY_CERTIFIED
163,2026-07-15,401857070,Gabby Williams,AST,UNDER,2.5,-182.0,0.6453900709219859,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
209,2026-07-15,401857070,Gabby Williams,AST,UNDER,2.5,-187.0,0.6515679442508711,,UNKNOWN,0,,,,,,,,,,,,,,,,1.0,1,WIN,PRIMARY_CERTIFIED
176,2026-07-15,401857070,Gabby Williams,RA,UNDER,5.5,-125.0,0.5555555555555556,,UNKNOWN,0,,,,,,,,,,,,,,,,4.0,1,WIN,PRIMARY_CERTIFIED
227,2026-07-15,401857070,Gabby Williams,RA,UNDER,5.5,-136.0,0.576271186440678,,UNKNOWN,0,,,,,,,,,,,,,,,,4.0,1,WIN,PRIMARY_CERTIFIED
185,2026-07-15,401857070,Gabby Williams,REB,UNDER,3.5,-165.0,0.6226415094339622,,UNKNOWN,0,,,,,,,,,,,,,,,,3.0,1,WIN,PRIMARY_CERTIFIED
250,2026-07-15,401857070,Gabby Williams,REB,UNDER,3.5,-170.0,0.6296296296296297,,UNKNOWN,0,,,,,,,,,,,,,,,,3.0,1,WIN,PRIMARY_CERTIFIED
155,2026-07-15,401857070,Kelsey Mitchell,3PM,OVER,2.5,-114.5,0.5337995337995338,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,3.0,1,WIN,PRIMARY_CERTIFIED
202,2026-07-15,401857070,Kelsey Mitchell,3PM,OVER,2.5,-113.8,0.5322731524789522,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,3.0,1,WIN,PRIMARY_CERTIFIED
168,2026-07-15,401857070,Kelsey Mitchell,AST,OVER,2.5,-124.5,0.5545657015590201,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,4.0,1,WIN,PRIMARY_CERTIFIED
215,2026-07-15,401857070,Kelsey Mitchell,AST,OVER,2.5,-130.67,0.5664802531755321,,UNKNOWN,1,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,-0.5,1.0,1.0,1.0,4.0,1,WIN,PRIMARY_CERTIFIED
153,2026-07-15,401857070,Kelsey Mitchell,PA,OVER,23.5,-120.0,0.5454545454545454,,UNKNOWN,1,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,,,-6.5,1.0,1.0,1.0,24.0,1,WIN,PRIMARY_CERTIFIED
