snapshot_id,snapshot_time_utc,dashboard_version,model_version,slate_date,event_id,game,player_id,player_name,team,opponent,sportsbook,market,side,line,odds,projection,edge,evidence_score,confidence_tier,display_rank,correlation_group,supporting_books,archived_before_lock,workflow_run_id
e6976bdec9a8bb163e370b96cfdf37e7ac75581298f0151066d03fc711f2ce19,2026-07-29T15:23:15.863633Z,master-v5-active-slate,production,2026-07-29,3b379fa5ab40bebb22d154d8,Atlanta Dream @ Dallas Wings,6c656a4e66e4da991cb298f5,Arike Ogunbowale,,,FanDuel,PRA,OVER,19.5,-114.0,29.4,9.899999999999999,56,LEAN,1,arike ogunbowale|atlanta dream @ dallas wings|OFFENSE|OVER,2,True,30465408405
