row_number,candidate_id,date,player,game,stat,side,line,outcome,category,reason,existing_grading_reason
802,2026-07-29|dewanna bonner|golden state valkyries @ phoenix mercury|3pm|under|1.5||-216.0,2026-07-29,DeWanna Bonner,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
803,2026-07-29|kahleah copper|golden state valkyries @ phoenix mercury|3pm|under|1.5||110.5,2026-07-29,Kahleah Copper,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
804,2026-07-29|angel reese|atlanta dream @ dallas wings|ra|under|14.5||-136.0,2026-07-29,Angel Reese,Atlanta Dream @ Dallas Wings,RA,UNDER,14.5,LOSS,graded,final outcome LOSS,
805,2026-07-29|janelle salaun|golden state valkyries @ phoenix mercury|pr|under|16.5||-121.0,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,PR,UNDER,16.5,WIN,graded,final outcome WIN,
806,2026-07-29|azura stevens|connecticut sun @ chicago sky|ra|over|9.5||-118.0,2026-07-29,Azura Stevens,Connecticut Sun @ Chicago Sky,RA,OVER,9.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
807,2026-07-29|janelle salaun|golden state valkyries @ phoenix mercury|pts|under|12.5||-120.75,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,PTS,UNDER,12.5,LOSS,graded,final outcome LOSS,
808,2026-07-29|janelle salaun|golden state valkyries @ phoenix mercury|3pm|under|2.5||-178.25,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
809,2026-07-29|jessica shepard|atlanta dream @ dallas wings|ast|over|4.5||-160.5,2026-07-29,Jessica Shepard,Atlanta Dream @ Dallas Wings,AST,OVER,4.5,WIN,graded,final outcome WIN,
810,2026-07-29|janelle salaun|golden state valkyries @ phoenix mercury|pr|under|15.5||-102.0,2026-07-29,Janelle Salaun,Golden State Valkyries @ Phoenix Mercury,PR,UNDER,15.5,WIN,graded,final outcome WIN,
811,2026-07-29|courtney williams|minnesota lynx @ toronto tempo|pr|under|15.5||-110.0,2026-07-29,Courtney Williams,Minnesota Lynx @ Toronto Tempo,PR,UNDER,15.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
812,2026-07-30|jordin canada|seattle storm @ atlanta dream|ast|over|7.5||-147.75,2026-07-29,Jordin Canada,Seattle Storm @ Atlanta Dream,AST,OVER,7.5,WIN,graded,final outcome WIN,
813,2026-07-30|dominique malonga|seattle storm @ atlanta dream|reb|over|7.5||-131.75,2026-07-30,Dominique Malonga,Seattle Storm @ Atlanta Dream,REB,OVER,7.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
814,2026-07-30|rhyne howard|seattle storm @ atlanta dream|pa|under|21.5||-127.5,2026-07-29,Rhyne Howard,Seattle Storm @ Atlanta Dream,PA,UNDER,21.5,WIN,graded,final outcome WIN,
815,2026-07-30|jordin canada|seattle storm @ atlanta dream|ra|over|11.5||-142.0,2026-07-29,Jordin Canada,Seattle Storm @ Atlanta Dream,RA,OVER,11.5,WIN,graded,final outcome WIN,
816,2026-07-30|rhyne howard|seattle storm @ atlanta dream|pra|under|25.5||-112.0,2026-07-29,Rhyne Howard,Seattle Storm @ Atlanta Dream,PRA,UNDER,25.5,WIN,graded,final outcome WIN,
817,2026-07-30|rhyne howard|seattle storm @ atlanta dream|pts|under|17.5||-118.5,2026-07-29,Rhyne Howard,Seattle Storm @ Atlanta Dream,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
818,2026-07-30|rhyne howard|seattle storm @ atlanta dream|pr|under|21.5||-107.5,2026-07-29,Rhyne Howard,Seattle Storm @ Atlanta Dream,PR,UNDER,21.5,WIN,graded,final outcome WIN,
819,2026-07-30|aliyah boston|indiana fever @ portland fire|ra|under|11.5||-108.0,2026-07-30,Aliyah Boston,Indiana Fever @ Portland Fire,RA,UNDER,11.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
820,2026-07-30|pauline astier|new york liberty @ las vegas aces|reb|under|2.5||-208.0,2026-07-30,Pauline Astier,New York Liberty @ Las Vegas Aces,REB,UNDER,2.5,WIN,graded,final outcome WIN,
821,2026-07-30|courtney williams|minnesota lynx @ toronto tempo|ast|over|3.5||-152.0,2026-07-30,Courtney Williams,Minnesota Lynx @ Toronto Tempo,AST,OVER,3.5,WIN,graded,final outcome WIN,
822,2026-07-30|dominique malonga|seattle storm @ atlanta dream|ra|over|9.5||-130.0,2026-07-30,Dominique Malonga,Seattle Storm @ Atlanta Dream,RA,OVER,9.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
823,2026-07-30|paige bueckers|dallas wings @ washington mystics|reb|under|4.5||-167.75,2026-07-29,Paige Bueckers,Dallas Wings @ Washington Mystics,REB,UNDER,4.5,WIN,graded,final outcome WIN,
824,2026-07-30|kamilla cardoso|connecticut sun @ chicago sky|pr|under|24.5||-117.0,2026-07-30,Kamilla Cardoso,Connecticut Sun @ Chicago Sky,PR,UNDER,24.5,LOSS,graded,final outcome LOSS,
825,2026-07-30|breanna stewart|new york liberty @ las vegas aces|ast|over|3.5||111.0,2026-07-30,Breanna Stewart,New York Liberty @ Las Vegas Aces,AST,OVER,3.5,LOSS,graded,final outcome LOSS,
826,2026-07-30|kamilla cardoso|connecticut sun @ chicago sky|pra|under|27.5||-128.0,2026-07-30,Kamilla Cardoso,Connecticut Sun @ Chicago Sky,PRA,UNDER,27.5,LOSS,graded,final outcome LOSS,
827,2026-07-30|charlisse leger-walker|connecticut sun @ chicago sky|pts|under|6.5||-120.33,2026-07-30,Charlisse Leger-Walker,Connecticut Sun @ Chicago Sky,PTS,UNDER,6.5,LOSS,graded,final outcome LOSS,
828,2026-07-30|kamilla cardoso|connecticut sun @ chicago sky|pts|under|15.5||-120.75,2026-07-30,Kamilla Cardoso,Connecticut Sun @ Chicago Sky,PTS,UNDER,15.5,LOSS,graded,final outcome LOSS,
829,2026-07-30|kamilla cardoso|connecticut sun @ chicago sky|pa|under|17.5||-102.0,2026-07-30,Kamilla Cardoso,Connecticut Sun @ Chicago Sky,PA,UNDER,17.5,LOSS,graded,final outcome LOSS,
830,2026-07-30|courtney vandersloot|connecticut sun @ chicago sky|reb|under|2.5||-161.0,2026-07-30,Courtney Vandersloot,Connecticut Sun @ Chicago Sky,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
831,2026-07-30|bridget carleton|indiana fever @ portland fire|ra|over|5.5||-158.0,2026-07-30,Bridget Carleton,Indiana Fever @ Portland Fire,RA,OVER,5.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
832,2026-07-30|charlisse leger-walker|connecticut sun @ chicago sky|pr|under|9.5||-119.0,2026-07-30,Charlisse Leger-Walker,Connecticut Sun @ Chicago Sky,PR,UNDER,9.5,LOSS,graded,final outcome LOSS,
833,2026-07-30|aliyah boston|indiana fever @ portland fire|reb|under|8.5||-127.75,2026-07-30,Aliyah Boston,Indiana Fever @ Portland Fire,REB,UNDER,8.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
834,2026-07-30|pauline astier|new york liberty @ las vegas aces|pr|under|10.5||-119.0,2026-07-30,Pauline Astier,New York Liberty @ Las Vegas Aces,PR,UNDER,10.5,LOSS,graded,final outcome LOSS,
835,2026-07-30|charlisse leger-walker|connecticut sun @ chicago sky|ast|over|3.5||-161.0,2026-07-30,Charlisse Leger-Walker,Connecticut Sun @ Chicago Sky,AST,OVER,3.5,LOSS,graded,final outcome LOSS,
836,2026-07-30|charlisse leger-walker|connecticut sun @ chicago sky|pra|under|13.5||-112.0,2026-07-30,Charlisse Leger-Walker,Connecticut Sun @ Chicago Sky,PRA,UNDER,13.5,WIN,graded,final outcome WIN,
837,2026-07-30|natasha howard|minnesota lynx @ toronto tempo|pr|under|19.5||-115.0,2026-07-30,Natasha Howard,Minnesota Lynx @ Toronto Tempo,PR,UNDER,19.5,WIN,graded,final outcome WIN,
838,2026-07-30|aneesah morrow|connecticut sun @ chicago sky|reb|under|9.5||-115.25,2026-07-30,Aneesah Morrow,Connecticut Sun @ Chicago Sky,REB,UNDER,9.5,WIN,graded,final outcome WIN,
839,2026-07-30|charlisse leger-walker|connecticut sun @ chicago sky|pa|under|10.5||-114.0,2026-07-30,Charlisse Leger-Walker,Connecticut Sun @ Chicago Sky,PA,UNDER,10.5,LOSS,graded,final outcome LOSS,
840,2026-07-30|aliyah boston|indiana fever @ portland fire|3pm|under|1.5||-270.0,2026-07-30,Aliyah Boston,Indiana Fever @ Portland Fire,3PM,UNDER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
841,2026-07-30|arike ogunbowale|dallas wings @ washington mystics|ra|over|5.5||-132.0,2026-07-29,Arike Ogunbowale,Dallas Wings @ Washington Mystics,RA,OVER,5.5,WIN,graded,final outcome WIN,
842,2026-07-30|paige bueckers|dallas wings @ washington mystics|pra|under|30.5||-128.0,2026-07-29,Paige Bueckers,Dallas Wings @ Washington Mystics,PRA,UNDER,30.5,WIN,graded,final outcome WIN,
843,2026-07-30|arike ogunbowale|dallas wings @ washington mystics|reb|over|2.5||33.67,2026-07-29,Arike Ogunbowale,Dallas Wings @ Washington Mystics,REB,OVER,2.5,WIN,graded,final outcome WIN,
844,2026-07-30|sabrina ionescu|new york liberty @ las vegas aces|reb|over|3.5||-165.0,2026-07-30,Sabrina Ionescu,New York Liberty @ Las Vegas Aces,REB,OVER,3.5,WIN,graded,final outcome WIN,
845,2026-07-30|natasha howard|minnesota lynx @ toronto tempo|reb|under|6.5||-113.0,2026-07-30,Natasha Howard,Minnesota Lynx @ Toronto Tempo,REB,UNDER,6.5,LOSS,graded,final outcome LOSS,
846,2026-07-30|arike ogunbowale|dallas wings @ washington mystics|ast|over|2.5||-177.0,2026-07-29,Arike Ogunbowale,Dallas Wings @ Washington Mystics,AST,OVER,2.5,WIN,graded,final outcome WIN,
847,2026-07-30|courtney williams|minnesota lynx @ toronto tempo|pr|under|15.5||-112.5,2026-07-30,Courtney Williams,Minnesota Lynx @ Toronto Tempo,PR,UNDER,15.5,LOSS,graded,final outcome LOSS,
848,2026-07-31|brionna jones|seattle storm @ atlanta dream|pts|under|11.5||-137.0,2026-07-31,Brionna Jones,Seattle Storm @ Atlanta Dream,PTS,UNDER,11.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
849,2026-07-31|caitlin clark|indiana fever @ portland fire|ra|under|13.5||-140.5,2026-07-31,Caitlin Clark,Indiana Fever @ Portland Fire,RA,UNDER,13.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
850,2026-07-31|caitlin clark|indiana fever @ portland fire|reb|under|4.5||-180.0,2026-07-31,Caitlin Clark,Indiana Fever @ Portland Fire,REB,UNDER,4.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
851,2026-07-31|dominique malonga|seattle storm @ atlanta dream|reb|over|7.5||-145.2,2026-07-31,Dominique Malonga,Seattle Storm @ Atlanta Dream,REB,OVER,7.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
852,2026-07-31|kelsey mitchell|indiana fever @ portland fire|ast|under|3.5||-217.0,2026-07-31,Kelsey Mitchell,Indiana Fever @ Portland Fire,AST,UNDER,3.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
853,2026-07-31|rhyne howard|seattle storm @ atlanta dream|pra|under|25.5||-131.5,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,PRA,UNDER,25.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
854,2026-07-31|rhyne howard|seattle storm @ atlanta dream|pts|under|17.5||-131.67,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,PTS,UNDER,17.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
855,2026-07-31|rhyne howard|seattle storm @ atlanta dream|pts|under|16.5||-116.0,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,PTS,UNDER,16.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
856,2026-07-31|aliyah boston|indiana fever @ portland fire|ra|under|11.5||-115.5,2026-07-31,Aliyah Boston,Indiana Fever @ Portland Fire,RA,UNDER,11.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
857,2026-07-31|rhyne howard|seattle storm @ atlanta dream|pr|under|21.5||-124.5,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,PR,UNDER,21.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
858,2026-07-31|rhyne howard|seattle storm @ atlanta dream|pa|under|20.5||-110.5,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,PA,UNDER,20.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
859,2026-07-31|rhyne howard|seattle storm @ atlanta dream|3pm|under|3.5||-175.0,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,3PM,UNDER,3.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
860,2026-07-31|paige bueckers|dallas wings @ washington mystics|reb|under|4.5||-165.25,2026-07-31,Paige Bueckers,Dallas Wings @ Washington Mystics,REB,UNDER,4.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
861,2026-07-31|dominique malonga|seattle storm @ atlanta dream|ra|over|9.5||-138.0,2026-07-31,Dominique Malonga,Seattle Storm @ Atlanta Dream,RA,OVER,9.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
862,2026-07-31|rhyne howard|seattle storm @ atlanta dream|pra|under|24.5||-107.0,2026-07-31,Rhyne Howard,Seattle Storm @ Atlanta Dream,PRA,UNDER,24.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
863,2026-07-31|angel reese|seattle storm @ atlanta dream|reb|under|12.5||-140.0,2026-07-31,Angel Reese,Seattle Storm @ Atlanta Dream,REB,UNDER,12.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
864,2026-07-31|paige bueckers|dallas wings @ washington mystics|ra|under|10.5||-147.0,2026-07-31,Paige Bueckers,Dallas Wings @ Washington Mystics,RA,UNDER,10.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
865,2026-07-31|jackie young|las vegas aces @ chicago sky|ra|under|11.5||-137.0,2026-07-30,Jackie Young,Las Vegas Aces @ Chicago Sky,RA,UNDER,11.5,WIN,graded,final outcome WIN,
866,2026-07-31|azzi fudd|dallas wings @ washington mystics|ast|over|1.5||-188.5,2026-07-31,Azzi Fudd,Dallas Wings @ Washington Mystics,AST,OVER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
867,2026-07-31|aliyah boston|indiana fever @ portland fire|reb|under|8.5||-138.25,2026-07-31,Aliyah Boston,Indiana Fever @ Portland Fire,REB,UNDER,8.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
868,2026-07-31|jessica shepard|dallas wings @ washington mystics|ast|over|4.5||-142.5,2026-07-31,Jessica Shepard,Dallas Wings @ Washington Mystics,AST,OVER,4.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
869,2026-07-31|chelsea gray|las vegas aces @ chicago sky|ra|under|9.5||-105.0,2026-07-30,Chelsea Gray,Las Vegas Aces @ Chicago Sky,RA,UNDER,9.5,WIN,graded,final outcome WIN,
870,2026-07-31|awa fam|seattle storm @ atlanta dream|pa|under|13.5||-114.0,2026-07-31,Awa Fam,Seattle Storm @ Atlanta Dream,PA,UNDER,13.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
871,2026-07-31|jonquel jones|new york liberty @ phoenix mercury|ast|over|2.5||111.0,2026-07-30,Jonquel Jones,New York Liberty @ Phoenix Mercury,AST,OVER,2.5,WIN,graded,final outcome WIN,
872,2026-07-31|jackie young|las vegas aces @ chicago sky|reb|under|3.5||112.0,2026-07-30,Jackie Young,Las Vegas Aces @ Chicago Sky,REB,UNDER,3.5,WIN,graded,final outcome WIN,
873,2026-07-31|awa fam|seattle storm @ atlanta dream|pts|under|11.5||-126.75,2026-07-31,Awa Fam,Seattle Storm @ Atlanta Dream,PTS,UNDER,11.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
874,2026-07-31|arike ogunbowale|dallas wings @ washington mystics|reb|over|2.5||-128.5,2026-07-31,Arike Ogunbowale,Dallas Wings @ Washington Mystics,REB,OVER,2.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
875,2026-07-31|kamilla cardoso|las vegas aces @ chicago sky|reb|under|7.5||-115.33,2026-07-30,Kamilla Cardoso,Las Vegas Aces @ Chicago Sky,REB,UNDER,7.5,WIN,graded,final outcome WIN,
876,2026-07-31|aliyah boston|indiana fever @ portland fire|3pm|under|1.5||-286.5,2026-07-31,Aliyah Boston,Indiana Fever @ Portland Fire,3PM,UNDER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
877,2026-07-31|arike ogunbowale|dallas wings @ washington mystics|ra|over|5.5||-160.0,2026-07-31,Arike Ogunbowale,Dallas Wings @ Washington Mystics,RA,OVER,5.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
878,2026-07-31|paige bueckers|dallas wings @ washington mystics|pra|under|30.5||-122.0,2026-07-31,Paige Bueckers,Dallas Wings @ Washington Mystics,PRA,UNDER,30.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
879,2026-07-31|paige bueckers|dallas wings @ washington mystics|pa|under|26.5||-130.0,2026-07-31,Paige Bueckers,Dallas Wings @ Washington Mystics,PA,UNDER,26.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
880,2026-07-31|natasha cloud|las vegas aces @ chicago sky|pr|under|12.5||-110.0,2026-07-30,Natasha Cloud,Las Vegas Aces @ Chicago Sky,PR,UNDER,12.5,WIN,graded,final outcome WIN,
881,2026-07-31|natasha cloud|las vegas aces @ chicago sky|3pm|under|1.5||-232.33,2026-07-30,Natasha Cloud,Las Vegas Aces @ Chicago Sky,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
