generated_at_utc,game_date,event_id,game,player,player_id,stat,side,sportsbook,sportsbook_key,line,odds,projection,projection_edge,model_probability,implied_probability,probability_edge,expected_value_per_dollar,model_mae,feature_ready,deployment_status,source,mae_ratio,uncertainty_penalty,governance_score,base_eligible,decision,decision_reason,governance_generated_at_utc
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jordin Canada,pl_e49d761a397e4cf3,ast,UNDER,DraftKings,draftkings,7.5,109,4.24,3.26,0.9843,0.4785,0.5058,1.0572,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow,0.16133333333333333,0.16133333333333333,139.36133333333336,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Rhyne Howard,pl_18c31d08ca4a3a7c,threes,UNDER,FanDuel,fanduel,2.5,114,0.97,1.53,0.9385,0.4673,0.4712,1.0084,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.31720000000000004,0.31720000000000004,125.828,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-05,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,Marina Mabrey,pl_7897ca9d575458b3,threes,UNDER,FanDuel,fanduel,2.5,112,0.93,1.57,0.9428,0.4717,0.4711,0.9987,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.31720000000000004,0.31720000000000004,124.93199999999999,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Breanna Stewart,pl_a9f0686367871e4e,reb,UNDER,FanDuel,fanduel,8.5,104,4.42,4.08,0.9758,0.4902,0.4856,0.9906,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19423529411764706,0.19423529411764706,132.47129411764706,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Rhyne Howard,pl_18c31d08ca4a3a7c,threes,UNDER,DraftKings,draftkings,2.5,112,0.97,1.53,0.9385,0.4717,0.4668,0.9896,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.31720000000000004,0.31720000000000004,123.684,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Natisha Hiedeman,pl_2396747f40933499,pra,UNDER,FanDuel,fanduel,24.5,-102,7.11,17.39,0.9953,0.505,0.4904,0.9712,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21779591836734696,0.21779591836734696,156.96808163265305,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-05,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,Marina Mabrey,pl_7897ca9d575458b3,threes,UNDER,DraftKings,draftkings,2.5,109,0.93,1.57,0.9428,0.4785,0.4643,0.9704,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.31720000000000004,0.31720000000000004,121.69400000000002,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Jonquel Jones,pl_0ff64046d8bcbd2b,threes,UNDER,FanDuel,fanduel,1.5,104,-0.2,1.7,0.9562,0.4902,0.466,0.9507,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.5286666666666667,0.5286666666666667,115.85666666666667,False,REJECT,failed minimum governance thresholds,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Jonquel Jones,pl_0ff64046d8bcbd2b,threes,UNDER,DraftKings,draftkings,1.5,104,-0.2,1.7,0.9562,0.4902,0.466,0.9507,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.5286666666666667,0.5286666666666667,115.85666666666667,False,REJECT,failed minimum governance thresholds,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,A'ja Wilson,pl_2a3329d505c5b5ab,reb,UNDER,FanDuel,fanduel,9.5,102,5.9,3.6,0.9588,0.495,0.4638,0.9368,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.17378947368421052,0.17378947368421052,125.23221052631578,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Breanna Stewart,pl_a9f0686367871e4e,pts,UNDER,FanDuel,fanduel,21.5,100,12.06,9.44,0.967,0.5,0.467,0.934,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19051162790697676,0.19051162790697676,136.48976744186047,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Breanna Stewart,pl_a9f0686367871e4e,reb,UNDER,DraftKings,draftkings,8.5,-102,4.42,4.08,0.9758,0.505,0.4708,0.9324,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19423529411764706,0.19423529411764706,125.76329411764705,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Jonquel Jones,pl_0ff64046d8bcbd2b,reb,UNDER,DraftKings,draftkings,8.5,106,5.45,3.05,0.9298,0.4854,0.4444,0.9154,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19423529411764706,0.19423529411764706,120.41929411764704,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Jade Melbourne,pl_6376037d2768b9a1,ast,UNDER,FanDuel,fanduel,3.5,118,1.74,1.76,0.8766,0.4587,0.4179,0.911,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow,0.3457142857142857,0.3457142857142857,112.77971428571429,True,WATCH,game exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Natisha Hiedeman,pl_2396747f40933499,pts,UNDER,DraftKings,draftkings,16.5,-107,4.98,11.52,0.9876,0.5169,0.4707,0.9106,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.24824242424242424,0.24824242424242424,137.37715151515152,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Natisha Hiedeman,pl_2396747f40933499,reb,UNDER,FanDuel,fanduel,2.5,122,0.28,2.22,0.8588,0.4505,0.4083,0.9065,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.6604,0.6604,106.38,False,REJECT,failed minimum governance thresholds,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Sydney Taylor,pl_d638431d28651af3,pra,UNDER,FanDuel,fanduel,21.5,-102,9.81,11.69,0.9598,0.505,0.4548,0.9008,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.24818604651162793,0.24818604651162793,135.78427906976742,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,A'ja Wilson,pl_2a3329d505c5b5ab,pts,UNDER,DraftKings,draftkings,25.5,-104,15.94,9.56,0.9687,0.5098,0.4589,0.9002,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.16062745098039216,0.16062745098039216,133.46145098039216,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Kahleah Copper,pl_a8c6901f4d81a98e,pra,UNDER,FanDuel,fanduel,27.5,-106,14.19,13.31,0.9767,0.5146,0.4621,0.8981,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19403636363636365,0.19403636363636365,140.27527272727272,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,A'ja Wilson,pl_2a3329d505c5b5ab,pra,UNDER,DraftKings,draftkings,39.5,-110,22.67,16.83,0.9941,0.5238,0.4703,0.8978,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.1350886075949367,0.1350886075949367,148.9562278481013,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-05,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,Marina Mabrey,pl_7897ca9d575458b3,pra,UNDER,FanDuel,fanduel,25.5,-104,13.19,12.31,0.9672,0.5098,0.4574,0.8972,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.20925490196078433,0.20925490196078433,137.5989019607843,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jackie Young,pl_debf3ef806a91eba,pra,UNDER,DraftKings,draftkings,30.5,-110,13.97,16.53,0.9933,0.5238,0.4695,0.8963,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.17495081967213116,0.17495081967213116,147.3609836065574,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Breanna Stewart,pl_a9f0686367871e4e,pra,UNDER,FanDuel,fanduel,34.5,-110,18.04,16.46,0.9931,0.5238,0.4693,0.8959,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.15466666666666667,0.15466666666666667,147.57466666666667,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jackie Young,pl_debf3ef806a91eba,pts,UNDER,DraftKings,draftkings,19.5,-107,9.23,10.27,0.9773,0.5169,0.4604,0.8906,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21005128205128207,0.21005128205128207,133.02297435897435,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Dominique Malonga,pl_527d77821505a048,pra,UNDER,FanDuel,fanduel,24.5,-108,10.72,13.78,0.9803,0.5192,0.4611,0.8881,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21779591836734696,0.21779591836734696,139.68008163265307,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Alyssa Thomas,pl_538cccd243d89261,pts,UNDER,DraftKings,draftkings,14.5,-104,5.45,9.05,0.9611,0.5098,0.4513,0.8852,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.28248275862068967,0.28248275862068967,128.04834482758622,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Sabrina Ionescu,pl_5718a935043c616f,pts,UNDER,FanDuel,fanduel,19.5,-106,9.9,9.6,0.9692,0.5146,0.4547,0.8836,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21005128205128207,0.21005128205128207,130.64097435897435,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Alyssa Thomas,pl_538cccd243d89261,reb,UNDER,FanDuel,fanduel,7.5,104,4.57,2.93,0.9219,0.4902,0.4317,0.8807,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.22013333333333335,0.22013333333333335,115.42933333333335,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Kahleah Copper,pl_a8c6901f4d81a98e,pts,UNDER,FanDuel,fanduel,21.5,-104,12.61,8.89,0.9583,0.5098,0.4485,0.8798,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19051162790697676,0.19051162790697676,128.85976744186047,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Kahleah Copper,pl_a8c6901f4d81a98e,pts,UNDER,DraftKings,draftkings,21.5,-104,12.61,8.89,0.9583,0.5098,0.4485,0.8798,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19051162790697676,0.19051162790697676,128.85976744186047,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Sabrina Ionescu,pl_5718a935043c616f,pts,UNDER,DraftKings,draftkings,19.5,-107,9.9,9.6,0.9692,0.5169,0.4523,0.875,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21005128205128207,0.21005128205128207,129.63697435897436,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Angel Reese,pl_2d999585fdbdbe8e,pra,UNDER,FanDuel,fanduel,29.5,-106,17.47,12.03,0.964,0.5146,0.4495,0.8735,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.1808813559322034,0.1808813559322034,134.76237288135593,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Natisha Hiedeman,pl_2396747f40933499,pra,UNDER,DraftKings,draftkings,25.5,-114,7.11,18.39,0.997,0.5327,0.4643,0.8716,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.20925490196078433,0.20925490196078433,147.6129019607843,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Angel Reese,pl_2d999585fdbdbe8e,reb,UNDER,FanDuel,fanduel,11.5,-102,8.22,3.28,0.9433,0.505,0.4384,0.8682,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.14356521739130435,0.14356521739130435,116.81269565217391,True,WATCH,game exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,A'ja Wilson,pl_2a3329d505c5b5ab,ast,UNDER,FanDuel,fanduel,3.5,-106,0.83,2.67,0.9611,0.5146,0.4465,0.8677,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow,0.3457142857142857,0.3457142857142857,111.9857142857143,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jordin Canada,pl_e49d761a397e4cf3,pra,UNDER,FanDuel,fanduel,22.5,-108,10.14,12.36,0.9678,0.5192,0.4485,0.8638,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.23715555555555556,0.23715555555555556,133.26688888888887,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Natisha Hiedeman,pl_2396747f40933499,reb,UNDER,DraftKings,draftkings,2.5,116,0.28,2.22,0.8588,0.463,0.3958,0.8549,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.6604,0.6604,100.47,False,REJECT,failed minimum governance thresholds,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-05,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,Marina Mabrey,pl_7897ca9d575458b3,pra,UNDER,DraftKings,draftkings,25.5,-109,13.19,12.31,0.9672,0.5215,0.4457,0.8545,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.20925490196078433,0.20925490196078433,132.62690196078432,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-05,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,Kayla Thornton,pl_3a069f063eb86517,reb,UNDER,FanDuel,fanduel,4.5,118,2.35,2.15,0.8504,0.4587,0.3917,0.8539,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.3668888888888889,0.3668888888888889,105.85422222222222,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Sabrina Ionescu,pl_5718a935043c616f,threes,UNDER,DraftKings,draftkings,2.5,-105,0.89,1.61,0.9471,0.5122,0.4349,0.8491,0.793,True,SHADOW_ONLY,sprint23_phase3_shadow,0.31720000000000004,0.31720000000000004,107.88,True,WATCH,game exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Jonquel Jones,pl_0ff64046d8bcbd2b,pra,UNDER,FanDuel,fanduel,25.5,-104,15.0,10.5,0.9417,0.5098,0.4319,0.8472,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.20925490196078433,0.20925490196078433,127.44890196078433,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Allisha Gray,pl_0538d809f7d14b6b,pra,UNDER,FanDuel,fanduel,24.5,-104,14.06,10.44,0.9407,0.5098,0.4309,0.8453,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21779591836734696,0.21779591836734696,126.90808163265307,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Chelsea Gray,pl_97ce373787b564c7,pra,UNDER,FanDuel,fanduel,20.5,-104,10.12,10.38,0.9398,0.5098,0.43,0.8434,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.2602926829268293,0.2602926829268293,125.69414634146342,True,WATCH,game exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-05,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,Marina Mabrey,pl_7897ca9d575458b3,pts,UNDER,DraftKings,draftkings,18.5,-108,9.74,8.76,0.956,0.5192,0.4368,0.8412,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.2214054054054054,0.2214054054054054,123.41989189189188,True,SHORTLIST,passed thresholds and portfolio exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,A'ja Wilson,pl_2a3329d505c5b5ab,pts,UNDER,FanDuel,fanduel,26.5,-114,15.94,10.56,0.9802,0.5327,0.4475,0.84,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.15456603773584907,0.15456603773584907,128.87867924528302,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jackie Young,pl_debf3ef806a91eba,pra,UNDER,FanDuel,fanduel,30.5,-118,13.97,16.53,0.9933,0.5413,0.452,0.835,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.17495081967213116,0.17495081967213116,140.1809836065574,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Allisha Gray,pl_0538d809f7d14b6b,pts,UNDER,FanDuel,fanduel,18.5,-102,11.06,7.44,0.9265,0.505,0.4216,0.8349,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.2214054054054054,0.2214054054054054,119.23789189189189,True,WATCH,game exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jackie Young,pl_debf3ef806a91eba,pts,UNDER,FanDuel,fanduel,19.5,-114,9.23,10.27,0.9773,0.5327,0.4446,0.8346,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21005128205128207,0.21005128205128207,126.47497435897438,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Alyssa Thomas,pl_538cccd243d89261,pra,UNDER,FanDuel,fanduel,31.5,-118,15.69,15.81,0.991,0.5413,0.4497,0.8308,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.1693968253968254,0.1693968253968254,138.2940634920635,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-04,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,Alyssa Thomas,pl_538cccd243d89261,pra,UNDER,DraftKings,draftkings,31.5,-118,15.69,15.81,0.991,0.5413,0.4497,0.8308,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.1693968253968254,0.1693968253968254,138.2940634920635,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Allisha Gray,pl_0538d809f7d14b6b,pts,UNDER,DraftKings,draftkings,18.5,-103,11.06,7.44,0.9265,0.5074,0.4191,0.826,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.2214054054054054,0.2214054054054054,118.19789189189189,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Dominique Malonga,pl_527d77821505a048,pra,UNDER,DraftKings,draftkings,24.5,-116,10.72,13.78,0.9803,0.537,0.4433,0.8255,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21779591836734696,0.21779591836734696,132.35208163265307,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Jackie Young,pl_debf3ef806a91eba,ast,UNDER,DraftKings,draftkings,6.5,-118,3.19,3.31,0.9854,0.5413,0.4441,0.8205,1.21,True,SHADOW_ONLY,sprint23_phase3_shadow,0.18615384615384614,0.18615384615384614,111.59292307692309,True,WATCH,player exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Allisha Gray,pl_0538d809f7d14b6b,pra,UNDER,DraftKings,draftkings,24.5,-107,14.06,10.44,0.9407,0.5169,0.4238,0.8199,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.21779591836734696,0.21779591836734696,123.94208163265306,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,Angel Reese,pl_2d999585fdbdbe8e,reb,UNDER,DraftKings,draftkings,11.5,-108,8.22,3.28,0.9433,0.5192,0.4241,0.8168,1.651,True,SHADOW_ONLY,sprint23_phase3_shadow,0.14356521739130435,0.14356521739130435,110.81469565217391,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Sabrina Ionescu,pl_5718a935043c616f,pra,UNDER,FanDuel,fanduel,30.5,-120,14.78,15.72,0.9906,0.5455,0.4452,0.8162,5.336,True,SHADOW_ONLY,sprint23_phase3_shadow,0.17495081967213116,0.17495081967213116,136.2729836065574,True,WATCH,stat exposure limit reached,2026-08-03T17:19:12.875721+00:00
2026-08-03T17:19:10.480396+00:00,2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,Breanna Stewart,pl_a9f0686367871e4e,pts,UNDER,DraftKings,draftkings,21.5,-114,12.06,9.44,0.967,0.5327,0.4343,0.8152,4.096,True,SHADOW_ONLY,sprint23_phase3_shadow,0.19051162790697676,0.19051162790697676,122.64776744186047,True,WATCH,passed minimum thresholds; subject to exposure controls,2026-08-03T17:19:12.875721+00:00
